NAME,BODY_AVG,BODY_MAX,HEAD_AVG,HEAD_MAX,COUNT
00541,1.3394140905823149,3,1.0,1,33384
00542,2.0,3,1.0,1,18
00543,2.0,3,1.0,1,18
00544,1.0,1,1.0,1,3271
00545,1.0,1,1.0,1,3351
00546,1.0,1,1.0,1,775
00547,1.0,1,1.0,1,780
00548,1.0,1,1.0,1,4361
00550,1.0,1,1.0,1,853
00553,1.2301030856270174,6,1.0,1,115244
00554,1.2431432543155758,7,1.0,1,135961
00555,1.2879924953095685,3,1.0,1,1066
00556,1.0511133603238867,3,1.0,1,1976
00560,1.0751879699248121,2,1.0,1,133
00561,1.4314185228604923,3,1.0,1,853
00562,1.0,1,1.0,1,710
00563,1.0,1,1.0,1,983
00566,1.0037991641838795,3,1.0,1,50011
00569,1.3558558558558558,3,1.0,1,2442
00570,1.0,1,1.0,1,1102
00571,1.0,1,1.0,1,1357
00572,1.0553183713474092,3,1.0,1,60197
00573,1.2041874709325284,3,1.0,1,113959
00574,1.9561332250203087,3,1.0,1,2462
00575,1.9627494456762749,3,1.0,1,2255
00576,1.0,1,1.0,1,90
00577,1.0,1,1.0,1,16
00580,1.0,1,1.0,1,272
00581,1.0,1,1.0,1,316
00582,1.1181434599156117,3,1.0,1,711
00589,1.0,1,1.0,1,939
00590,1.1598694942903751,2,1.0,1,613
00591,1.0,1,1.0,1,2529
00592,1.0,1,1.0,1,3414
00593,1.0,1,1.0,1,2049
00594,1.0,1,1.0,1,1984
00595,1.8810503903477644,3,1.0,1,21135
00596,1.0,1,1.0,1,2022
00597,1.8794275998866534,3,1.0,1,21174
00598,1.0,1,1.0,1,1
00600,1.0,1,1.0,1,1983
00605,1.0,1,1.0,1,650
00624,1.0340425531914894,3,1.0,1,940
00626,1.287015945330296,3,1.0,1,2195
00627,1.0,1,1.0,1,2221
00631,1.2733761598857958,3,1.0,1,2802
00632,1.301826484018265,3,1.0,1,2190
00636,1.0078003120124805,2,1.0,1,1282
00637,1.6523605150214593,3,1.0,1,233
00638,1.675,3,1.0,1,320
00639,1.0,1,1.0,1,254
00640,1.0,1,1.0,1,394
00645,1.0,1,1.0,1,1594
00646,1.0,1,1.0,1,2301
00648,1.0,1,1.0,1,232
00649,1.0,1,1.0,1,284
00657,1.3374449339207048,3,1.0,1,3405
00658,1.5271880819366852,3,1.0,1,21480
00660,1.5626329975883104,3,1.0,1,21147
00665,1.8698556546923903,3,1.0,1,21407
00666,1.9064422297458394,3,1.0,1,20971
00667,1.0,1,1.0,1,506
00669,1.0,1,1.0,1,4880
00670,1.0,1,1.0,1,5693
00673,1.0,1,1.0,1,1929
00675,1.0988456781640785,5,1.0,1,72770
00676,1.8561816652649286,3,1.0,1,4756
00677,1.8471726948548142,3,1.0,1,3926
00678,1.6560720908292397,3,1.0,1,30739
00679,1.9876256767208043,3,1.0,1,1293
00680,1.6356935676505715,3,1.0,1,29305
00681,1.1403508771929824,3,1.0,1,57
00682,1.272987540351441,3,1.0,1,68461
00683,1.7882352941176471,3,1.0,1,85
00684,1.2489301435876057,3,1.0,1,81553
00685,1.9916457811194652,3,1.0,1,1197
00686,1.1491517549621133,3,1.0,1,124846
00687,1.0,1,1.0,1,92
00689,1.0,1,1.0,1,451
00690,1.0,1,1.0,1,975
00694,1.0,1,1.0,1,1624
00695,1.0,1,1.0,1,2842
00700,1.3697560975609757,2,1.0,1,1025
00701,1.1623662680931404,2,1.0,1,1589
00702,1.3079847908745248,2,1.0,1,789
00703,1.1846307385229542,2,1.0,1,2004
00704,1.3770883054892602,2,1.0,1,419
00705,1.4302670623145401,2,1.0,1,337
00706,1.4702380952380953,2,1.0,1,336
00707,1.4464285714285714,2,1.0,1,280
00708,1.4339622641509433,2,1.0,1,159
00709,1.4482758620689655,2,1.0,1,145
00710,1.5063829787234042,2,1.0,1,235
00711,1.3910034602076125,2,1.0,1,289
00712,1.1953675730110775,2,1.0,1,993
00713,1.463529411764706,2,1.0,1,425
00714,1.4615384615384615,2,1.0,1,195
00715,1.516629711751663,2,1.0,1,451
00716,1.4165289256198348,2,1.0,1,605
00717,1.069767441860465,2,1.0,1,43
00718,1.330708661417323,2,1.0,1,127
00719,1.4679334916864608,2,1.0,1,421
00720,1.31496062992126,2,1.0,1,254
00721,1.4225352112676057,2,1.0,1,213
00722,1.3061224489795917,2,1.0,1,490
00723,1.4216867469879517,2,1.0,1,249
00724,1.2724392819429777,2,1.0,1,947
00725,1.0681818181818181,2,1.0,1,44
00726,1.2577319587628866,2,1.0,1,388
00727,1.2548223350253807,2,1.0,1,985
00728,1.1886514369933676,2,1.0,1,1357
00729,1.2553191489361701,2,1.0,1,94
00730,1.0476190476190477,2,1.0,1,42
00731,1.3988439306358382,2,1.0,1,173
00732,1.4092071611253196,2,1.0,1,391
00733,1.4319526627218935,2,1.0,1,676
00734,1.3859649122807018,2,1.0,1,114
00735,1.4250871080139373,2,1.0,1,287
00736,1.0625,2,1.0,1,48
00737,1.4605263157894737,2,1.0,1,228
00738,1.3270142180094786,2,1.0,1,211
00739,1.3431734317343174,2,1.0,1,271
00740,1.4050632911392404,2,1.0,1,316
00741,1.3490304709141274,2,1.0,1,722
00742,1.3888888888888888,2,1.0,1,198
00743,1.190426638917794,2,1.0,1,961
00744,1.3333333333333333,2,1.0,1,303
00745,1.4059701492537313,2,1.0,1,335
00746,1.4059829059829059,2,1.0,1,468
00747,1.3890160183066362,2,1.0,1,437
00748,1.3542435424354244,2,1.0,1,271
00749,1.321083172147002,2,1.0,1,517
00750,1.2720848056537102,2,1.0,1,283
00751,1.434782608695652,2,1.0,1,253
00752,1.3185279187817258,2,1.0,1,788
00753,1.411764705882353,2,1.0,1,221
00754,1.190149625935162,2,1.0,1,1604
00755,1.3694267515923566,2,1.0,1,471
00756,1.3768844221105527,2,1.0,1,597
00759,1.0,1,1.0,1,5405
00761,1.1628932823129252,2,1.0,1,18816
00762,1.2236731960488867,3,1.0,1,11946
00763,1.4281842818428185,3,1.0,1,369
00766,1.9179921708537733,3,1.0,1,20181
00768,1.0,1,1.0,1,5840
00769,1.0,1,1.0,1,2653
00770,1.0,1,1.0,1,2754
00772,1.1326219512195121,2,1.0,1,656
00773,1.0064516129032257,2,1.0,1,620
00775,1.4105839416058394,3,1.0,1,548
00781,1.7613019891500905,4,1.0,1,553
00783,1.8003802281368821,4,1.0,1,526
00784,1.0,1,1.0,1,1013
00788,1.149390243902439,2,1.0,1,2296
00789,1.1582305401956614,2,1.0,1,2351
00790,1.1529733959311423,2,1.0,1,2556
00792,1.6052721365949179,3,1.0,1,67411
00793,1.2746781115879828,3,1.0,1,233
