NAME,BODY_AVG,BODY_MAX,HEAD_AVG,HEAD_MAX,COUNT
00218,1.875,2,1.0,1,8
00219,1.0,1,1.0,1,18
00220,2.0,2,1.0,1,3
00221,1.631578947368421,2,1.0,1,19
00222,1.4310344827586208,2,1.0,1,58
00223,1.3636363636363635,2,1.0,1,11
00224,1.5714285714285714,2,1.0,1,7
00225,2.0,2,1.0,1,3
00226,2.0,2,1.0,1,5
00228,1.8461538461538463,2,1.0,1,13
00229,1.0555555555555556,2,1.0,1,36
00230,2.0,2,1.0,1,5
00231,2.0,2,1.0,1,4
00232,1.3157894736842106,2,1.0,1,38
00233,2.0,2,1.0,1,3
00234,1.625,2,1.0,1,8
00235,1.6111111111111112,2,1.0,1,18
00236,1.0,1,1.0,1,22
00237,1.5,2,1.0,1,2
00238,1.3529411764705883,2,1.0,1,17
00239,1.7557603686635945,2,1.0,1,217
00241,1.0,1,1.0,1,28
00242,1.6,2,1.0,1,20
00243,1.0,1,1.0,1,83
00248,1.0,1,1.0,1,101
00249,1.0,1,1.0,1,97
00250,1.0,1,1.0,1,111
00251,1.0,1,1.0,1,104
00252,1.0,1,1.0,1,107
00253,1.0,1,1.0,1,103
00254,1.0,1,1.0,1,164
00255,1.0,1,1.0,1,17
00256,1.0,1,1.0,1,65
00259,1.0,1,1.0,1,6
00261,1.0,1,1.0,1,1
00262,1.0,1,1.0,1,1
00264,1.0,1,1.0,1,2
00266,1.0,1,1.0,1,17
00267,1.0,1,1.0,1,7
00268,1.0,1,1.0,1,3
00269,1.0,1,1.0,1,72
00270,1.0,1,1.0,1,63
00271,1.0,1,1.0,1,65
00272,1.0,1,1.0,1,77
00273,1.0,1,1.0,1,71
00274,1.0,1,1.0,1,96
00275,1.0,1,1.0,1,127
00276,1.0,1,1.0,1,13
00277,1.0,1,1.0,1,101
00279,1.0,1,1.0,1,171
00280,1.0,1,1.0,1,257
00281,1.0704225352112675,3,1.0,1,355
00282,1.0693877551020408,4,0.9979591836734694,1,980
00283,1.0683682771194165,4,0.9981768459434822,1,1097
00284,1.068533529845247,4,0.993367722918202,1,1357
00286,1.0,1,1.0,1,47422
00287,1.0,1,1.0,1,26
00288,1.0,1,1.0,1,84
00289,1.1428571428571428,2,1.0,1,35
00290,1.1029411764705883,3,1.0,1,136
00292,1.1935483870967742,3,1.0,1,31
00293,1.0,1,1.0,1,2728
00294,1.0,1,1.0,1,41
00295,1.0,1,1.0,1,42
00296,1.0,1,1.0,1,77
00297,1.0,1,1.0,1,71
00298,1.0,1,1.0,1,81
00299,1.0,1,1.0,1,9
00301,1.0381679389312977,2,0.9847328244274809,1,131
00302,1.0,1,1.0,1,374
00303,1.0,1,1.0,1,361
00304,1.0,1,1.0,1,38
00305,1.0,1,1.0,1,20
00306,1.0,1,1.0,1,14
00308,1.0,1,1.0,1,7
00309,1.0,1,1.0,1,83
00310,1.0,1,1.0,1,22
00311,1.0,1,1.0,1,22
00312,1.0,1,1.0,1,23
00315,1.0,1,1.0,1,9
00316,1.119047619047619,2,1.0,1,42
00318,1.0,1,1.0,1,67
00319,1.1161731207289294,3,1.0,1,439
00320,1.0802919708029197,3,1.0,1,274
00321,1.0,1,1.0,1,15
00323,1.0,1,1.0,1,12
00324,1.0,1,1.0,1,52
00325,1.0,1,1.0,1,1
00328,1.0,1,1.0,1,51
00329,1.0,1,1.0,1,16
00330,1.0,1,1.0,1,3
00331,1.0,1,1.0,1,9
00332,1.008695652173913,2,1.0,1,230
00333,1.0,1,1.0,1,67
00334,1.008695652173913,2,1.0,1,230
00335,1.0,1,1.0,1,33
00336,1.008695652173913,2,1.0,1,230
00337,1.0,1,1.0,1,27
00338,1.008695652173913,2,1.0,1,230
00339,1.0212765957446808,2,1.0,1,94
00340,1.008695652173913,2,1.0,1,230
00341,1.1282051282051282,2,0.9230769230769231,1,39
00342,1.0,1,1.0,1,11
00343,1.2551020408163265,2,1.0,1,98
00344,1.1124121779859484,3,1.0,1,427
00345,1.1161731207289294,3,1.0,1,439
00346,1.0802919708029197,3,1.0,1,274
00347,1.0970873786407767,3,1.0,1,103
00348,1.127659574468085,3,1.0,1,188
00349,1.0980392156862746,3,1.0,1,102
00350,1.036013590033975,3,0.9997734994337486,1,4415
00352,1.0559582487677588,2,1.0,1,3449
00353,1.0563503649635035,2,1.0,1,3425
00354,1.0526315789473684,2,1.0,1,5776
00355,1.0,1,1.0,1,131
00356,1.0,1,1.0,1,3478
00357,1.0,1,1.0,1,3632
00358,1.0,1,1.0,1,350
00359,1.0,1,1.0,1,657
00360,1.0,1,1.0,1,2562
00361,1.0,1,1.0,1,326
00362,1.0,1,1.0,1,57
00363,1.0,1,1.0,1,70
00364,1.0,1,1.0,1,37
00365,1.0,1,1.0,1,38
00366,1.0,1,1.0,1,112
00367,1.0,1,1.0,1,112
00368,1.0,1,1.0,1,28051
00369,1.0,1,1.0,1,43718
00370,1.0,1,1.0,1,61030
00371,1.0345703125,3,1.0,1,30720
00372,1.8099041533546325,3,1.0,1,1252
00373,1.8469457789979409,3,1.0,1,1457
00374,1.037228084654837,3,1.0,1,33926
00376,1.6745341614906832,3,1.0,1,1610
00377,1.7366220735785953,3,1.0,1,1196
00384,1.2949512843224091,3,1.0,1,1129
00385,1.2491935483870968,3,1.0,1,1240
00386,1.0064084351422167,3,1.0,1,31677
00388,1.8601694915254237,3,1.0,1,236
00389,2.0,3,1.0,1,200
00392,1.4492123845736014,3,1.0,1,1841
00393,1.478813559322034,3,1.0,1,2360
00396,1.7108350586611456,3,1.0,1,1449
00397,1.7684943429068756,3,1.0,1,3447
00398,1.0316801255435315,3,1.0,1,30587
00399,1.8374777975133214,3,1.0,1,1126
00400,1.0244641892297532,3,1.0,1,33314
00401,1.785005512679162,3,1.0,1,907
00402,1.0,1,1.0,1,3332
00403,1.0,1,1.0,1,5629
00404,1.0,1,1.0,1,45
00405,1.0,1,1.0,1,51
00406,1.0,1,1.0,1,91
00407,1.0,1,1.0,1,99
00408,1.0,1,1.0,1,10
00409,1.0,1,1.0,1,10
00410,1.0730434782608695,3,0.9994202898550725,1,1725
00411,1.0,1,1.0,1,1339
00412,1.0,1,1.0,1,4252
00413,1.0,1,1.0,1,5474
00414,1.9074074074074074,3,1.0,1,54
00415,1.008480860135323,3,1.0,1,43156
00416,1.0066054507200757,3,1.0,1,61313
00417,1.9912536443148687,3,1.0,1,343
00418,1.9799498746867168,3,1.0,1,399
00419,1.190025657472739,3,1.0,1,6236
00420,1.0897671568627452,3,1.0,1,6528
00421,1.5447154471544715,3,1.0,1,1845
00422,1.599787685774947,3,1.0,1,942
00423,1.0,1,1.0,1,1222
00424,1.086464463558171,3,1.0,1,2209
00425,1.0,1,1.0,1,32586
00426,1.0,1,1.0,1,56626
00430,1.0042283298097252,3,1.0,1,473
00431,1.0042283298097252,3,1.0,1,473
00432,1.0,1,1.0,1,294
00433,1.0,1,1.0,1,295
00434,1.0,1,1.0,1,21034
00435,1.0,1,1.0,1,9075
00436,1.0977548767022451,3,1.0,1,27170
00438,1.4096643147316656,3,1.0,1,4677
00443,1.0,1,1.0,1,12608
00444,1.0,1,1.0,1,12608
00445,1.0,1,1.0,1,1303
00446,1.06078860898138,3,1.0,1,1826
00447,1.0607221006564551,3,1.0,1,1828
00448,1.0061468412066021,3,1.0,1,61495
00449,1.0768876611418048,3,1.0,1,2172
00450,1.0324474660074165,3,1.0,1,3236
00451,1.0,1,1.0,1,4979
00452,1.0,1,1.0,1,6820
00453,1.0,1,1.0,1,157
00454,1.1690476190476191,2,1.0,1,420
00455,1.0,1,1.0,1,990
00456,1.0,1,1.0,1,990
00457,1.0,1,1.0,1,1653
00458,1.0,1,1.0,1,1653
00459,1.0014854426619133,3,1.0,1,10098
00460,1.0,1,1.0,1,18007
00461,1.0,1,1.0,1,18002
00464,1.0,1,1.0,1,151
00465,1.0,1,1.0,1,346
00466,1.0,1,1.0,1,6603
00467,1.0,1,1.0,1,6603
00468,1.0,1,1.0,1,724
00469,1.0,1,1.0,1,923
00474,1.0,1,1.0,1,75
00475,1.0,1,1.0,1,93
00476,1.1731994120529152,4,1.0,1,4082
00478,1.0,1,1.0,1,937
00479,1.1261744966442953,3,1.0,1,745
00480,1.1012048192771084,3,1.0,1,830
00485,1.9174739863652672,3,1.0,1,5574
00493,1.0,1,1.0,1,76
00494,1.0004566210045662,2,1.0,1,2190
00495,1.0004566210045662,2,1.0,1,2190
00496,1.0,1,1.0,1,12764
00497,1.0,1,1.0,1,7540
00498,1.0,1,1.0,1,7540
00499,1.0,1,1.0,1,13044
00500,1.362962962962963,4,1.0,1,3375
00502,1.0013713658804169,4,1.0,1,3646
00503,1.0,1,1.0,1,258
00504,1.0233236151603498,3,1.0,1,686
00505,1.0,1,1.0,1,159
00508,1.026143790849673,3,0.9967320261437909,1,306
00511,1.0348101265822784,3,1.0,1,632
00512,1.000776397515528,2,1.0,1,1288
00513,1.0,1,1.0,1,331
00514,1.0,1,1.0,1,331
00515,1.0,1,1.0,1,3105
00516,1.0,1,1.0,1,7989
00517,1.0,1,1.0,1,11177
00519,1.0,1,1.0,1,143
00520,1.0,1,1.0,1,144
00521,1.0,1,1.0,1,10908
00522,1.0,1,1.0,1,4082
00523,1.0,1,1.0,1,4082
00526,1.0,1,1.0,1,350
00527,1.0,1,1.0,1,499
00530,1.0,1,1.0,1,10611
00531,1.0,1,1.0,1,11840
00532,1.0143465488579693,3,1.0,1,43913
00534,2.0,3,1.0,1,630
00535,1.2622413631682428,3,1.0,1,10681
00538,2.0,3,1.0,1,204
00539,1.981042654028436,3,1.0,1,211
00540,1.0256185532259152,3,1.0,1,14833
00542,2.0,3,1.0,1,18
00543,2.0,3,1.0,1,18
00544,1.0,1,1.0,1,8697
00545,1.0,1,1.0,1,9077
00546,1.0,1,1.0,1,2487
00547,1.0,1,1.0,1,2490
00548,1.0,1,1.0,1,4441
00549,1.0,1,1.0,1,458
00550,1.0,1,1.0,1,851
00555,1.2224334600760456,3,1.0,1,1052
00556,1.023073574227253,3,1.0,1,2297
00560,1.0671641791044777,2,1.0,1,134
00561,1.2464698331193838,3,1.0,1,779
00562,1.0,1,1.0,1,764
00563,1.0,1,1.0,1,1046
00566,1.0011398698976082,3,0.9999606941414618,1,50883
00567,1.0,1,1.0,1,516
00568,1.0,1,1.0,1,516
00569,1.0837301587301587,3,1.0,1,2520
00570,1.0,1,1.0,1,1130
00571,1.0,1,1.0,1,1388
00574,1.401528013582343,3,1.0,1,1178
00575,1.416370106761566,3,1.0,1,1124
00576,1.0,1,1.0,1,90
00577,1.0,1,1.0,1,16
00578,1.0,1,1.0,1,1221
00579,1.0850678733031673,3,1.0,1,2210
00580,1.0,1,1.0,1,280
00581,1.0,1,1.0,1,321
00582,1.098250336473755,3,0.9973082099596231,1,743
00589,1.0,1,1.0,1,988
00590,1.1853512705530642,3,0.9417040358744395,1,669
00591,1.0,1,1.0,1,2565
00592,1.0,1,1.0,1,3441
00593,1.0,1,1.0,1,2172
00594,1.0,1,1.0,1,2140
00595,1.0666206420434932,2,1.0,1,2897
00596,1.0,1,1.0,1,2180
00597,1.065780504430811,2,1.0,1,2934
00598,1.0,1,1.0,1,3
00599,1.0,1,1.0,1,3
00600,1.0,1,1.0,1,2139
00603,1.0,1,1.0,1,20
00604,1.0,1,1.0,1,32
00605,1.0,1,1.0,1,658
00606,1.0,1,1.0,1,659
00610,1.0,1,1.0,1,81
00611,1.0,1,1.0,1,24
00612,1.0,1,1.0,1,81
00613,1.0,1,1.0,1,94
00614,1.0,1,1.0,1,24
00615,1.0,1,1.0,1,24
00616,1.0,1,1.0,1,64
00617,1.0,1,1.0,1,63
00618,1.0,1,1.0,1,44
00619,1.0,1,1.0,1,31
00620,1.0,1,1.0,1,58
00621,1.0,1,1.0,1,70
00622,1.0,1,1.0,1,38
00623,1.0,1,1.0,1,38
00624,1.0330578512396693,3,1.0,1,968
00626,1.186247544204322,3,1.0,1,2545
00627,1.0,1,1.0,1,2572
00628,1.1860739575137687,3,1.0,1,2542
00629,1.0,1,1.0,1,2572
00630,1.1861743912018854,3,1.0,1,2546
00631,1.159026240910528,3,1.0,1,3163
00632,1.1475121092029943,3,1.0,1,2271
00633,1.1588607594936708,3,1.0,1,3160
00636,1.0036416605972323,2,1.0,1,2746
00637,1.379746835443038,3,1.0,1,237
00638,1.3082191780821917,3,1.0,1,292
00639,1.0,1,1.0,1,568
00640,1.0,1,1.0,1,736
00643,1.0,1,1.0,1,456
00644,1.0,1,1.0,1,638
00645,1.0,1,1.0,1,3269
00646,1.0,1,1.0,1,4343
00647,1.0,1,1.0,1,36500
00648,1.0,1,1.0,1,234
00649,1.0,1,1.0,1,904
00650,1.0,1,1.0,1,904
00655,1.0,1,1.0,1,27
00656,1.0,1,1.0,1,27
00657,1.0878802510864316,3,1.0,1,4142
00659,1.0,1,1.0,1,12341
00665,1.0605775266792217,2,1.0,1,3186
00666,1.0831202046035806,2,1.0,1,2346
00667,1.0,1,1.0,1,1568
00669,1.0,1,1.0,1,8261
00670,1.0,1,1.0,1,9688
00671,1.0,1,1.0,1,71
00672,1.0,1,1.0,1,71
00673,1.0,1,1.0,1,2016
00674,1.0,1,1.0,1,2349
00676,1.278608483368935,3,1.0,1,3277
00677,1.2310861423220973,3,1.0,1,2670
00678,1.0364179483920173,3,1.0,1,15734
00679,1.4687083888149135,3,1.0,1,751
00680,1.013272583201268,3,1.0,1,15144
00681,1.054421768707483,3,1.0,1,147
00682,1.003953908721193,3,1.0,1,61964
00683,1.4521739130434783,3,1.0,1,115
00685,1.607074569789675,3,1.0,1,1046
00687,1.0,1,1.0,1,248
00689,1.0,1,1.0,1,1290
00690,1.0,1,1.0,1,2016
00691,1.0,1,1.0,1,276
00692,1.0,1,1.0,1,297
00694,1.0,1,1.0,1,7187
00695,1.0,1,1.0,1,9698
00696,1.0,1,1.0,1,7162
00697,1.0,1,1.0,1,9686
00700,1.1147094430992737,2,1.0,1,3304
00701,1.074523396880416,2,1.0,1,3462
00702,1.1066257130320316,2,1.0,1,2279
00703,1.0861065859902257,2,1.0,1,4297
00704,1.141958670260557,2,1.0,1,1113
00705,1.1113671274961598,2,1.0,1,1302
00706,1.1591137965760323,2,1.0,1,993
00707,1.1564455569461827,2,1.0,1,799
00708,1.160092807424594,2,1.0,1,431
00709,1.1620947630922693,2,1.0,1,401
00710,1.159731543624161,2,1.0,1,745
00711,1.1477124183006535,2,1.0,1,765
00712,1.0984271943176054,2,1.0,1,1971
00713,1.1309840425531914,2,1.0,1,1504
00714,1.139751552795031,2,1.0,1,644
00715,1.1482188295165394,2,1.0,1,1572
00716,1.1242603550295858,2,1.0,1,2028
00717,1.0588235294117647,2,1.0,1,51
00718,1.135048231511254,2,1.0,1,311
00719,1.129011132940406,2,1.0,1,1527
00720,1.1362862010221466,2,1.0,1,587
00721,1.1343283582089552,2,1.0,1,670
00722,1.1175548589341693,2,1.0,1,1276
00723,1.1387054161162484,2,1.0,1,757
00724,1.0992307692307692,2,1.0,1,2600
00725,1.0535714285714286,2,1.0,1,56
00726,1.106496272630458,2,1.0,1,939
00727,1.084654300168634,2,1.0,1,2965
00728,1.0987273428461242,2,1.0,1,2593
00729,1.1142857142857143,2,1.0,1,210
00730,1.0416666666666667,2,1.0,1,48
00731,1.1350293542074363,2,1.0,1,511
00732,1.1302931596091206,2,1.0,1,1228
00733,1.129490022172949,2,1.0,1,2255
00734,1.1527777777777777,2,1.0,1,288
00735,1.1333333333333333,2,1.0,1,915
00736,1.0483870967741935,2,1.0,1,62
00737,1.1560178306092124,2,1.0,1,673
00738,1.1352941176470588,2,1.0,1,510
00739,1.1215686274509804,2,1.0,1,765
00740,1.1376344086021506,2,1.0,1,930
00741,1.098399062866068,2,1.0,1,2561
00742,1.1348511383537654,2,1.0,1,571
00743,1.0850371747211895,2,1.0,1,2152
00744,1.1330698287220027,2,1.0,1,759
00745,1.1311475409836065,2,1.0,1,1037
00746,1.118380062305296,2,1.0,1,1605
00747,1.125925925925926,2,1.0,1,1350
00748,1.1375358166189111,2,1.0,1,698
00749,1.1164095371669005,2,1.0,1,1426
00750,1.1147540983606556,2,1.0,1,671
00751,1.1480484522207268,2,1.0,1,743
00752,1.1034624896949712,2,1.0,1,2426
00753,1.1380880121396055,2,1.0,1,659
00754,1.089811542991755,2,1.0,1,3396
00755,1.1196698762035764,2,1.0,1,1454
00756,1.126121076233184,2,1.0,1,1784
00757,1.0,1,1.0,1,1604386
00759,1.0,1,0.9998658618376928,1,7455
00763,1.2380952380952381,3,1.0,1,378
00765,1.0,1,1.0,1,11
00766,1.0948869223205506,2,1.0,1,2034
00767,1.0,1,1.0,1,39
00768,1.0,1,0.9998722044728434,1,7825
00769,1.0,1,1.0,1,4695
00770,1.0,1,1.0,1,4787
00771,1.0,1,1.0,1,2
00772,1.1315396113602392,2,0.9910313901345291,1,669
00773,1.0031695721077654,2,1.0,1,631
00774,1.0031695721077654,2,1.0,1,631
00775,1.0663983903420524,3,1.0,1,497
00776,1.0526315789473684,2,1.0,1,95
00777,1.0526315789473684,2,1.0,1,95
00779,1.0,1,1.0,1,223
00780,1.0,1,1.0,1,223
00781,1.1209302325581396,3,1.0,1,430
00782,1.1275626423690206,3,1.0,1,439
00783,1.1273148148148149,3,1.0,1,432
00784,1.0,1,1.0,1,1007
00788,1.0849256900212314,2,1.0,1,2355
00789,1.0856788079470199,2,1.0,1,2416
00790,1.0898363151884278,2,1.0,1,2627
00793,1.0385756676557865,3,1.0,1,337
