NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00453,0,157,0,0,0,0,157,N/A,0,0,64
00454,69,347,3065,2996,3065,2996,3343,N/A,285,262,774
00455,0,990,0,0,0,0,990,N/A,0,0,104
00456,0,990,0,0,0,0,990,N/A,0,0,102
00457,80,1604,382,0,382,0,1604,N/A,84,13,299
00458,80,1604,382,0,382,0,1604,N/A,73,12,270
00459,4013,6900,21196,697,20923,430,7330,N/A,3280,530,5262
00460,9023,10382,74032,1410,73285,682,11064,N/A,5303,1764,9788
00461,9023,10382,74046,1410,73299,682,11064,N/A,5092,1825,9510
00462,9433,13435,277637,146978,274137,143044,156479,N/A,307438,11581,574268
00463,9433,10339,785434,389731,541274,145137,155476,N/A,307237,25631,582183
00464,229,6,0,0,0,0,6,N/A,0,0,96
00465,282,132,349,0,349,0,132,N/A,81,19,238
00466,0,6603,0,0,0,0,6603,N/A,0,0,319
00467,0,6603,0,0,0,0,6603,N/A,0,0,322
00468,5,720,20,0,20,0,720,N/A,8,3,122
00469,53,878,144,0,144,0,878,N/A,31,8,180
00470,44414,75146,474144,0,473722,0,75146,N/A,28861,21468,64611
00471,42734,78977,392105,0,391895,0,78977,N/A,18026,13161,42394
00472,44414,75146,473893,0,473471,0,75146,N/A,31256,20561,65642
00473,42734,78977,392151,0,391941,0,78977,N/A,17771,12920,41970
00474,16,72,24,0,24,0,72,N/A,15,4,101
00475,22,83,47,0,47,0,83,N/A,26,6,120
00476,1834,2687,4567,2388,4502,2329,5016,N/A,4882,117,6565
00477,156743,10606,1275,0,1275,0,10606,N/A,582,254,7972
00478,0,937,0,0,0,0,937,N/A,0,0,105
00479,323,566,953142,29104,934087,18,584,N/A,154186,418686,TIMEOUT
00480,327,663,733868,21431,729364,6,669,N/A,98899,484438,TIMEOUT
00481,0,0,0,0,0,0,0,N/A,0,0,13
00482,0,0,0,0,0,0,0,N/A,0,0,13
00483,29022,114237,200613,18,211679,14,114251,N/A,504632,60657,TIMEOUT
00484,37999,101911,686215,18121,682999,15039,116950,N/A,352842,43201,TIMEOUT
00485,2593,5291,2800,160,2800,160,5451,N/A,11183,53,15645
00486,7777,46980,143776,35444,137218,28887,75867,N/A,124721,2268,264926
00487,13015,65519,492285,65471,481945,55160,120679,N/A,253720,6564,TIMEOUT
00488,7777,46967,143776,35444,137218,28887,75854,N/A,127271,2257,268813
00489,9507,52445,225840,43154,218112,35426,87871,N/A,346840,3231,555145
00490,0,0,0,0,0,0,0,N/A,0,0,14
00491,0,0,0,0,0,0,0,N/A,0,0,13
00492,0,0,0,0,0,0,0,N/A,0,0,13
00493,0,76,0,0,0,0,76,N/A,0,0,47
00494,2335,0,0,0,0,0,0,N/A,0,0,210
00495,2335,0,0,0,0,0,0,N/A,0,0,219
00496,10238,3219,27525,0,27520,0,3219,N/A,1478,670,3521
00497,8316,23,0,0,0,0,23,N/A,10,0,681
00498,8316,23,0,0,0,0,23,N/A,9,0,649
00499,0,13044,0,0,0,0,13044,N/A,0,0,493
00500,1621,1988,3168,2381,3168,2381,4369,N/A,5335,108,7648
00501,0,0,0,0,0,0,0,N/A,0,0,13
00502,1878,1924,8604,2,8604,2,1926,N/A,604,217,1370
00503,0,258,0,0,0,0,258,N/A,0,0,72
00504,48,636,303,58,280,35,671,N/A,96,15,264
00505,9,151,0,0,0,0,151,N/A,4,0,91
00508,50,267,279,40,264,18,285,N/A,104,17,255
00509,0,0,0,0,0,0,0,N/A,0,0,14
00510,0,0,0,0,0,0,0,N/A,0,0,14
00511,345,275,640282,61426,604773,1,276,N/A,55537,535965,TIMEOUT
00512,458,800,5336,1368,4413,257,1057,N/A,690,162,1310
00513,38,309,174,0,174,0,309,N/A,58,12,187
00514,38,309,174,0,174,0,309,N/A,51,12,185
00515,870,2366,2716,0,2716,0,2366,N/A,295,77,697
00516,0,7989,0,0,0,0,7989,N/A,0,0,350
00517,0,11177,0,0,0,0,11177,N/A,0,0,467
00518,11035,9363,26337,17901,26336,17901,27264,N/A,88421,1450,152414
00519,73,93,0,0,0,0,93,N/A,4,0,95
00520,76,91,0,0,0,0,91,N/A,4,0,94
00521,7276,3640,0,0,0,0,3640,N/A,265,0,1009
00522,4233,169,230,0,230,0,169,N/A,34,30,426
00523,4233,169,230,0,230,0,169,N/A,57,27,420
00524,0,0,0,0,0,0,0,N/A,0,0,14
00525,0,0,0,0,0,0,0,N/A,0,0,13
00526,193,280,470,2,470,2,282,N/A,96,21,271
00527,502,4,0,0,0,0,4,N/A,0,0,119
00528,0,0,0,0,0,0,0,N/A,0,0,13
00529,0,0,0,0,0,0,0,N/A,0,0,14
00530,3,10609,17,0,17,0,10609,N/A,9,3,469
00531,7,11839,34,0,34,0,11839,N/A,14,3,524
00532,11943,38045,206063,63,206020,48,38093,N/A,45148,7113,65243
00533,32907,61062,633291,13101,632265,12263,73325,N/A,269095,43717,TIMEOUT
00534,315,630,315,0,315,0,630,N/A,703,10,1007
00535,8479,4621,3926,2436,3926,2436,7057,N/A,25185,139,34441
00536,6762,36438,49168,217,49085,134,36572,N/A,8177,863,14175
00537,11089,51961,94017,253,93928,164,52125,N/A,14329,1798,24657
00538,102,204,102,0,102,0,204,N/A,165,6,294
00539,104,208,106,2,106,2,210,N/A,151,6,278
00540,1654,13265,6994,854,6965,826,14090,N/A,3449,144,7138
00541,9133,27085,476967,45775,477072,47,27132,N/A,423075,148702,TIMEOUT
00542,9,18,9,0,9,0,18,N/A,32,2,92
00543,9,18,9,0,9,0,18,N/A,34,2,94
00544,5972,3271,25768,0,25765,0,3271,N/A,1431,819,3463
00545,6276,3351,26956,0,26955,0,3351,N/A,1388,884,3539
00546,1952,775,2787,0,2787,0,775,N/A,249,119,710
00547,1952,780,2800,0,2800,0,780,N/A,231,129,666
00548,93,4361,500,0,500,0,4361,N/A,70,15,397
00549,0,458,0,0,0,0,458,N/A,0,0,79
00550,3,853,10,0,10,0,853,N/A,6,2,128
00551,0,0,0,0,0,0,0,N/A,0,0,14
00552,0,0,0,0,0,0,0,N/A,0,0,14
00553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00554,74233,106867,499163,157108,428442,87060,193716,N/A,209284,41652,326395
00555,133,991,412,115,370,73,1064,N/A,223,14,462
00556,499,1524,15108,2161,13451,400,1924,N/A,1765,234,2737
00558,0,0,0,0,0,0,0,N/A,0,0,13
00559,0,0,0,0,0,0,0,N/A,0,0,13
00560,9,130,83,8,78,3,133,N/A,81,8,191
00561,107,662,1060,242,1009,191,853,N/A,264,32,501
00562,57,710,145,0,145,0,710,N/A,31,8,169
00563,75,983,224,0,224,0,983,N/A,49,9,207
00564,0,0,0,0,0,0,0,N/A,0,0,13
00565,0,0,0,0,0,0,0,N/A,0,0,13
00566,2505,49982,59035,1733,58866,27,50009,N/A,6510,1989,12017
00567,0,516,0,0,0,0,516,N/A,0,0,77
00568,0,516,0,0,0,0,516,N/A,0,0,76
00569,915,1701,4369,853,4257,741,2442,N/A,1547,114,2709
00570,38,1102,120,0,120,0,1102,N/A,38,7,191
00571,39,1357,182,0,182,0,1357,N/A,42,8,205
00572,19594,57494,255554,2841,255388,2703,60197,N/A,46235,8671,70344
00573,36864,91611,569100,22960,568354,22348,113959,N/A,140355,31932,211769
00574,478,736,2044,1726,2044,1726,2462,N/A,1318,102,1973
00575,479,700,1866,1555,1866,1555,2255,N/A,1332,90,2001
00576,26,65,150,26,148,24,89,N/A,89,13,209
00577,15,16,0,0,0,0,16,N/A,7,0,71
00578,619,714,796,0,796,0,714,N/A,97,26,310
00579,728,1463,3490,731,3415,656,2119,N/A,1266,107,2078
00580,8,272,12,0,12,0,272,N/A,7,3,104
00581,5,316,11,0,11,0,316,N/A,7,2,109
00582,154,620,622,35,614,28,648,N/A,183,21,385
00583,0,0,0,0,0,0,0,N/A,0,0,13
00584,0,0,0,0,0,0,0,N/A,0,0,14
00585,0,0,0,0,0,0,0,N/A,0,0,13
00586,0,0,0,0,0,0,0,N/A,0,0,14
00587,0,0,0,0,0,0,0,N/A,0,0,13
00588,0,0,0,0,0,0,0,N/A,0,0,14
00589,112,939,257,0,257,0,939,N/A,57,10,224
00590,16,605,3894,619,3711,8,613,N/A,1141,152,1738
00591,69,2529,251,0,251,0,2529,N/A,56,11,288
00592,106,3414,839,0,839,0,3414,N/A,185,26,472
00593,192,2049,316,0,307,0,2049,N/A,48,12,255
00594,177,1984,400,0,400,0,1984,N/A,52,13,262
00595,219,2703,20054,18822,19664,18432,21135,N/A,2001,716,3844
00596,181,2022,577,0,577,0,2022,N/A,62,14,270
00597,223,2742,20054,18822,19664,18432,21174,N/A,2244,715,3809
00598,4,1,0,0,0,0,1,N/A,0,0,50
00599,4,1,0,0,0,0,1,N/A,0,0,51
00600,177,1983,400,0,400,0,1983,N/A,53,14,248
00601,0,0,0,0,0,0,0,N/A,0,0,13
00602,0,0,0,0,0,0,0,N/A,0,0,13
00603,0,20,0,0,0,0,20,N/A,0,0,40
00604,0,32,0,0,0,0,32,N/A,0,0,42
00605,84,650,365,0,365,0,650,N/A,75,19,258
00606,84,650,365,0,365,0,650,N/A,75,15,242
00607,0,0,0,0,0,0,0,N/A,0,0,13
00608,0,0,0,0,0,0,0,N/A,0,0,13
00609,0,202,0,0,0,0,202,N/A,0,0,68
00610,0,81,0,0,0,0,81,N/A,0,0,49
00611,0,24,0,0,0,0,24,N/A,0,0,40
00612,0,81,0,0,0,0,81,N/A,0,0,48
00613,0,94,0,0,0,0,94,N/A,0,0,49
00614,0,24,0,0,0,0,24,N/A,0,0,41
00615,0,24,0,0,0,0,24,N/A,0,0,42
00616,0,64,0,0,0,0,64,N/A,0,0,49
00617,0,63,0,0,0,0,63,N/A,0,0,47
00618,0,44,0,0,0,0,44,N/A,0,0,45
00619,0,31,0,0,0,0,31,N/A,0,0,41
00620,0,58,0,0,0,0,58,N/A,0,0,45
00621,0,70,0,0,0,0,70,N/A,0,0,48
00622,0,38,0,0,0,0,38,N/A,0,0,42
00623,0,38,0,0,0,0,38,N/A,0,0,43
00624,98,915,560485,121214,487259,10,925,N/A,78100,510517,TIMEOUT
00625,0,0,0,0,0,0,0,N/A,0,0,14
00626,500,1931,2984,329,2919,264,2195,N/A,887,80,1616
00627,572,2221,2769,0,2769,0,2221,N/A,250,63,620
00628,500,1931,2984,329,2919,264,2195,N/A,788,81,1484
00629,572,2221,2769,0,2769,0,2221,N/A,288,79,643
00630,500,1931,2984,329,2919,264,2195,N/A,867,78,1568
00631,572,2452,3539,436,3453,350,2802,N/A,969,105,1788
00632,500,1895,2963,331,2927,295,2190,N/A,788,79,1462
00633,572,2452,3539,436,3453,350,2802,N/A,901,97,1989
00634,0,0,0,0,0,0,0,N/A,0,0,14
00635,0,0,0,0,0,0,0,N/A,0,0,13
00636,1652,939,3415,359,3455,343,1282,N/A,525,217,1117
00637,92,181,168,79,141,52,233,N/A,104,13,239
00638,124,204,233,144,205,116,320,N/A,128,14,268
00639,353,254,70,0,69,0,254,N/A,28,7,175
00640,408,394,131,0,130,0,394,N/A,39,9,205
00641,0,0,0,0,0,0,0,N/A,0,0,13
00642,0,0,0,0,0,0,0,N/A,0,0,14
00643,0,456,0,0,0,0,456,N/A,0,0,79
00644,0,638,0,0,0,0,638,N/A,0,0,88
00645,2091,1594,5589,0,5587,0,1594,N/A,397,175,1036
00646,2532,2301,7772,0,7770,0,2301,N/A,660,258,1481
00647,0,36500,0,0,0,0,36500,N/A,0,0,1253
00648,4,232,10,0,10,0,232,N/A,6,3,99
00649,663,284,1343,0,1343,0,284,N/A,154,56,411
00650,663,284,1343,0,1343,0,284,N/A,145,57,405
00651,0,0,0,0,0,0,0,N/A,0,0,13
00652,0,0,0,0,0,0,0,N/A,0,0,13
00653,0,0,0,0,0,0,0,N/A,0,0,14
00654,0,0,0,0,0,0,0,N/A,0,0,13
00655,0,27,0,0,0,0,27,N/A,0,0,41
00656,0,27,0,0,0,0,27,N/A,0,0,41
00657,1642,2580,6927,852,6900,826,3405,N/A,3364,162,6663
00658,9117,15170,319092,32923,319220,47,15217,N/A,314118,262688,TIMEOUT
00659,0,12341,0,0,0,0,12341,N/A,0,0,499
00660,6673,13597,107106,69,112292,56,13653,N/A,539541,27907,TIMEOUT
00661,0,0,0,0,0,0,0,N/A,0,0,13
00662,0,0,0,0,0,0,0,N/A,0,0,13
00663,0,0,0,0,0,0,0,N/A,0,0,14
00664,0,0,0,0,0,0,0,N/A,0,0,13
00665,299,2975,20380,18822,19978,18432,21407,N/A,2566,643,4222
00666,269,2153,20454,19212,20060,18818,20971,N/A,2041,769,3704
00667,1181,506,2022,0,2022,0,506,N/A,182,95,523
00669,3530,4880,3306,0,3306,0,4880,N/A,338,93,1028
00670,7079,5693,18319,0,18319,0,5693,N/A,1487,530,3234
00671,0,71,0,0,0,0,71,N/A,0,0,46
00672,0,71,0,0,0,0,71,N/A,0,0,46
00673,115,1929,223,0,223,0,1929,N/A,41,10,250
00674,0,2349,0,0,0,0,2349,N/A,0,0,156
00675,25194,67697,315151,5933,318455,1013,68710,N/A,486065,82489,TIMEOUT
00676,1921,1662,3751,3094,3751,3094,4756,N/A,3539,148,5285
00677,1607,1282,2985,2644,2985,2644,3926,N/A,2874,112,4220
00678,7557,11217,40539,19987,40074,19522,30739,N/A,3049,1167,6727
00679,259,472,1049,821,1049,821,1293,N/A,809,51,1202
00680,7414,10873,38628,18822,38238,18432,29305,N/A,2831,1112,5915
00681,116,57,4,0,4,0,57,N/A,29,1,123
00682,24701,50011,469628,18841,469103,18450,68461,N/A,111318,28658,169379
00683,61,68,42,17,42,17,85,N/A,62,6,156
00684,12683,62185,119903,19911,119360,19368,81553,N/A,12580,2985,23589
00685,394,754,815,443,815,443,1197,N/A,1555,36,2241
00686,36894,106414,566689,18822,566165,18432,124846,N/A,135519,26621,199740
00687,184,92,0,0,0,0,92,N/A,0,0,98
00688,0,0,0,0,0,0,0,N/A,0,0,14
00689,1054,451,811,0,811,0,451,N/A,92,27,314
00690,1291,975,2440,0,2440,0,975,N/A,192,67,550
00691,0,276,0,0,0,0,276,N/A,0,0,71
00692,0,297,0,0,0,0,297,N/A,0,0,79
00693,0,0,0,0,0,0,0,N/A,0,0,14
00694,6207,1624,4137,0,4135,0,1624,N/A,451,146,1256
00695,7708,2842,7603,0,7599,0,2842,N/A,755,260,1879
00696,6207,1624,4145,0,4143,0,1624,N/A,480,169,1267
00697,7708,2842,7617,0,7613,0,2842,N/A,826,290,2052
00700,1053,1025,5030,318,4845,0,1025,N/A,13499,280,18719
00701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,280,ERROR
00702,774,789,3193,156,3048,0,789,N/A,4072,162,6753
00703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,162,ERROR
00704,355,419,1792,132,1710,0,419,N/A,3096,68,4246
00705,380,337,1769,120,1689,0,337,N/A,2483,111,3805
00706,342,336,1247,124,1129,0,336,N/A,1899,86,3107
00707,257,280,985,110,889,0,280,N/A,1425,63,2196
00708,125,159,473,66,413,0,159,N/A,568,23,925
00709,130,145,466,50,419,0,145,N/A,491,27,835
00710,240,235,906,96,813,0,235,N/A,1294,50,1919
00711,245,289,922,106,818,0,289,N/A,1018,48,1625
00712,502,681,5998,900,6135,312,993,N/A,10594,322,13792
00713,455,425,2712,164,2630,0,425,N/A,5015,127,6873
00714,193,195,738,78,667,0,195,N/A,1030,58,1784
00715,567,451,2352,158,2247,0,451,N/A,4236,107,6213
00716,640,605,3498,198,3462,0,605,N/A,6680,155,9421
00717,5,43,15,2,13,0,43,N/A,29,9,109
00718,97,127,363,32,331,0,127,N/A,333,19,608
00719,488,421,2147,170,2035,0,421,N/A,3452,119,4978
00720,190,254,755,62,699,0,254,N/A,1050,45,1780
00721,222,213,1079,62,1053,0,213,N/A,1359,60,1900
00722,411,490,1755,122,1651,0,490,N/A,2365,84,3468
00723,225,249,877,94,787,0,249,N/A,1349,58,2296
00724,828,947,4028,216,3884,0,947,N/A,7635,197,11487
00725,5,44,17,4,13,0,44,N/A,25,18,115
00726,283,388,1175,88,1089,0,388,N/A,1626,60,2488
00727,833,985,3981,224,3822,0,985,N/A,9262,232,13858
00728,728,881,7615,1134,7946,476,1357,N/A,10303,496,14911
00729,54,94,214,18,200,0,94,N/A,165,14,331
00730,3,42,9,2,7,0,42,N/A,28,2,98
00731,148,173,702,50,672,0,173,N/A,884,36,1325
00732,402,391,1611,138,1492,0,391,N/A,2088,104,3351
00733,702,676,2840,256,2598,0,676,N/A,4481,144,7141
00734,78,114,277,42,235,0,114,N/A,304,16,529
00735,290,287,1157,112,1057,0,287,N/A,1213,74,1971
00736,7,48,27,4,23,0,48,N/A,33,4,119
00737,227,228,3707,88,4108,0,228,N/A,5740,151,7103
00738,159,211,649,62,601,0,211,N/A,706,34,1084
00739,234,271,941,78,866,0,271,N/A,1005,54,1584
00740,289,316,1101,138,965,0,316,N/A,1190,60,1864
00741,752,722,3848,244,3648,0,722,N/A,7542,167,10537
00742,191,198,769,48,727,0,198,N/A,848,46,1507
00743,708,961,3905,124,3864,0,961,N/A,6498,150,8831
00744,228,303,1001,84,930,0,303,N/A,1252,60,1886
00745,329,335,1316,100,1218,0,335,N/A,1760,89,2865
00746,490,468,2397,150,2323,0,468,N/A,4283,136,6185
00747,419,437,3856,134,4120,0,437,N/A,7120,190,8850
00748,223,271,840,80,762,0,271,N/A,988,49,1525
00749,469,517,2059,120,1970,0,517,N/A,2506,91,4068
00750,209,283,1563,66,1587,0,283,N/A,1602,66,2197
00751,248,253,1073,84,1006,0,253,N/A,1902,62,2615
00752,772,788,3296,178,3159,0,788,N/A,7924,220,11758
00753,207,221,1099,68,1072,0,221,N/A,1381,55,1947
00754,932,973,16399,2594,16085,631,1604,N/A,71423,1913,85279
00755,459,471,1854,126,1736,0,471,N/A,2606,80,3985
00756,578,597,2499,172,2342,0,597,N/A,4028,107,6126
00758,14319,67400,114181,433,122924,427,67827,N/A,537416,22066,TIMEOUT
00759,2532,5317,12524,454,12156,88,5405,N/A,1270,318,2455
00760,50814,170834,2557,1443,2397,1283,172117,N/A,67288,314,TIMEOUT
00761,5598,13151,55412,13955,53745,12288,25439,N/A,149705,4209,TIMEOUT
00762,2508,6634,41854,31231,36689,26066,32700,N/A,55483,1424,127334
00763,124,311,291,144,205,58,369,N/A,136,12,286
00764,14319,67400,133500,433,140640,427,67827,N/A,521829,29433,TIMEOUT
00765,0,11,0,0,0,0,11,N/A,0,0,38
00766,218,1845,19960,18724,19572,18336,20181,N/A,1989,822,3948
00767,0,39,0,0,0,0,39,N/A,0,0,43
00768,2532,5752,12524,454,12156,88,5840,N/A,1326,293,2484
00769,2532,2653,9556,0,9554,0,2653,N/A,906,274,1855
00770,2532,2666,12524,454,12156,88,2754,N/A,1324,338,2511
00771,0,2,0,0,0,0,2,N/A,0,0,35
00772,6,653,35198,3744,34619,3,656,N/A,8239,2899,13006
00773,55,577,851,288,606,43,620,N/A,273,24,509
00774,55,577,851,288,606,43,620,N/A,277,23,511
00775,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,ERROR
00776,0,92,0,0,0,0,92,N/A,0,0,51
00777,0,92,0,0,0,0,92,N/A,0,0,49
00778,42054,113187,8926,4004,8310,3390,116577,N/A,176516,466,TIMEOUT
00779,0,223,0,0,0,0,223,N/A,0,0,71
00780,0,223,0,0,0,0,223,N/A,0,0,69
00781,187,243,380706,22,409455,22,254,N/A,58192,532907,TIMEOUT
00782,187,243,355679,22,384261,22,254,N/A,54243,537354,TIMEOUT
00783,187,241,342312,449,369585,181,405,N/A,56725,534362,TIMEOUT
00784,65,987,590,136,479,26,1013,N/A,187,16,389
00786,76399,109114,510420,159320,438114,87691,196594,N/A,214319,39690,331225
00787,45442,59418,7084,3013,6222,1941,61359,N/A,334112,895,TIMEOUT
00788,13,2289,204036,141,221010,7,2296,N/A,42485,40516,88957
00789,13,2342,216420,117,233217,9,2351,N/A,44474,22084,72609
00790,10,2550,205614,130,222395,6,2556,N/A,35596,19998,60863
00792,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19998,ERROR
00793,159,135,1525,549,1075,98,233,N/A,344,48,619
00795,47412,65392,301043,271700,273922,244617,309978,N/A,339794,24271,TIMEOUT
