NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00401,423,786,854,470,854,470,1256,N/A,546,33,860
00402,1627,2230,740,0,739,0,2230,N/A,117,25,444
00403,2479,3894,1335,0,1331,0,3894,N/A,147,39,665
00404,2,45,4,0,4,0,45,N/A,13,2,80
00405,4,49,10,0,10,0,49,N/A,8,9,85
00406,2,92,6,0,6,0,92,N/A,6,2,88
00407,4,97,14,0,14,0,97,N/A,9,3,94
00408,0,10,0,0,0,0,10,N/A,0,0,39
00409,0,10,0,0,0,0,10,N/A,0,0,38
00410,476,1338,272946,27265,262475,33,1371,N/A,310211,265831,TIMEOUT
00411,250,1199,1490,0,1486,0,1199,N/A,214,38,484
00412,919,3532,6130,0,6130,0,3532,N/A,923,158,1617
00413,1085,4625,7060,0,7060,0,4625,N/A,900,159,1654
00414,25,50,27,2,27,2,52,N/A,65,4,159
00415,7752,39986,53443,62,53409,28,40014,N/A,5926,749,10605
00416,12269,56650,97773,82,97722,31,56681,N/A,11340,1697,19351
00417,176,343,170,0,170,0,343,N/A,558,7,820
00418,202,395,198,2,198,2,397,N/A,658,10,977
00419,1496,4468,35148,6037,34425,5315,9783,N/A,38880,432,47627
00420,1480,5169,22438,1442,21866,905,6074,N/A,7740,347,10198
00421,716,1271,4656,3389,4645,3378,4649,N/A,2363,174,3377
00422,420,672,1298,387,1290,379,1051,N/A,908,49,1374
00423,619,714,796,0,796,0,714,N/A,110,27,322
00424,728,1463,3490,731,3415,656,2119,N/A,1456,104,2294
00425,11625,26750,201776,0,201748,0,26750,N/A,40573,6950,58616
00426,24421,44891,448705,0,448571,0,44891,N/A,115167,22444,165061
00428,0,0,0,0,0,0,0,N/A,0,0,14
00429,0,0,0,0,0,0,0,N/A,0,0,13
00430,359,178,135,0,135,0,178,N/A,65,12,219
00431,359,178,135,0,135,0,178,N/A,61,11,226
00432,238,137,398,0,398,0,137,N/A,71,22,230
00433,242,137,402,0,402,0,137,N/A,75,22,240
00434,0,21034,0,0,0,0,21034,N/A,0,0,741
00435,1,9081,0,0,0,0,9081,N/A,0,0,395
00436,2308,24014,48263,29581,47511,28839,52853,N/A,22211,1418,71249
00437,44247,90904,476479,28937,475984,28652,119556,N/A,44853,13670,124104
00438,1512,3024,20898,19386,20898,19386,22410,N/A,17989,1442,27164
00439,0,0,0,0,0,0,0,N/A,0,0,13
00440,0,0,0,0,0,0,0,N/A,0,0,14
00441,0,0,0,0,0,0,0,N/A,0,0,14
00442,0,0,0,0,0,0,0,N/A,0,0,14
00443,13730,0,0,0,0,0,0,N/A,0,0,811
00444,13730,0,0,0,0,0,0,N/A,0,0,997
00445,120,1222,373,0,372,0,1222,N/A,64,12,242
00446,164,1659,642,90,639,88,1747,N/A,167,17,410
00447,164,1659,642,90,639,88,1747,N/A,196,19,432
00448,24847,49406,483967,18974,483438,18580,67986,N/A,120831,31667,184427
00449,207,2013,1256,152,1252,149,2162,N/A,369,38,712
00450,341,2838,4288,600,3989,309,3147,N/A,477,74,931
00451,2257,2862,10015,0,9947,0,2862,N/A,780,257,1678
00452,3163,4116,16605,0,16554,0,4116,N/A,1124,413,2424
