NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,NEW_RTGD_BSK,BODY_SK_ATOMS_MAX,EVOL_COUNT,EVOL_TIME,SUMB_TIME,TIME
00101,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00102,0,0,0,0,0,0,0,N/A,N/A,0,0,0,16
00103,0,259,0,0,0,0,259,N/A,N/A,0,0,0,85
00104,0,1118,0,0,0,0,1118,N/A,N/A,0,0,0,187
00105,0,11,0,0,0,0,11,N/A,N/A,0,0,0,44
00106,4,45,3,1,4,1,46,N/A,N/A,14,19,2,109
00107,0,22,0,0,0,0,22,N/A,N/A,0,0,0,56
00108,0,16,0,0,0,0,16,N/A,N/A,0,0,0,43
00109,0,83,0,0,0,0,83,N/A,N/A,0,0,0,67
00110,177,253,418,1,418,1,254,N/A,N/A,1420,240,45,486
00111,0,43,0,0,0,0,43,N/A,N/A,0,0,0,60
00112,20,125,49,24,41,12,137,N/A,N/A,136,65,7,188
00113,12,24,0,0,0,0,24,N/A,N/A,8,16,0,93
00114,24,43,170,82,171,56,99,N/A,N/A,657,186,13,302
00115,0,216,0,0,0,0,216,N/A,N/A,0,0,0,97
00116,11,34,52,25,44,15,49,N/A,N/A,115,57,7,163
00117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00118,19,96,678,203,536,32,128,N/A,N/A,1765,373,25,536
00119,0,3,0,0,0,0,3,N/A,N/A,0,0,0,40
00120,10,62,66,40,50,13,75,N/A,N/A,107,74,8,179
00121,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00122,0,2,0,0,0,0,2,N/A,N/A,0,0,0,35
00123,0,0,0,0,0,0,0,N/A,N/A,0,0,0,21
00124,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00125,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00126,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00127,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00128,0,1,0,0,0,0,1,N/A,N/A,0,0,0,36
00129,0,13,0,0,0,0,13,N/A,N/A,0,0,0,44
00130,0,3,0,0,0,0,3,N/A,N/A,0,0,0,39
00131,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00132,0,18,0,0,0,0,18,N/A,N/A,0,0,0,45
00133,0,10,0,0,0,0,10,N/A,N/A,0,0,0,46
00134,0,0,0,0,0,0,0,N/A,N/A,0,0,0,14
00135,0,55,0,0,0,0,55,N/A,N/A,0,0,0,65
00136,0,48,0,0,0,0,48,N/A,N/A,0,0,0,67
00137,0,158,0,0,0,0,158,N/A,N/A,0,0,0,68
00138,0,384,0,0,0,0,384,N/A,N/A,0,0,0,106
00139,0,145,0,0,0,0,145,N/A,N/A,0,0,0,64
00140,0,511,0,0,0,0,511,N/A,N/A,0,0,0,111
00141,0,116,0,0,0,0,116,N/A,N/A,0,0,0,67
00142,0,604,0,0,0,0,604,N/A,N/A,0,0,0,125
00143,0,187,0,0,0,0,187,N/A,N/A,0,0,0,87
00144,0,2168,0,0,0,0,2168,N/A,N/A,0,0,0,293
00145,0,60,0,0,0,0,60,N/A,N/A,0,0,0,70
00146,0,1211,0,0,0,0,1211,N/A,N/A,0,0,0,224
00147,0,4,0,0,0,0,4,N/A,N/A,0,0,0,39
00148,0,629,0,0,0,0,629,N/A,N/A,0,0,0,186
00149,0,213,0,0,0,0,213,N/A,N/A,0,0,0,85
00150,0,84,0,0,0,0,84,N/A,N/A,0,0,0,72
00151,48,285,104357,8434,103501,39,324,N/A,N/A,282161,23661,20065,46116
00152,0,22,0,0,0,0,22,N/A,N/A,0,0,0,47
00153,24,194,20,0,20,0,194,N/A,N/A,182,49,3,163
00154,0,6,0,0,0,0,6,N/A,N/A,0,0,0,39
00155,0,86,0,0,0,0,86,N/A,N/A,0,0,0,77
00156,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00157,0,438,0,0,0,0,438,N/A,N/A,0,0,0,105
00159,0,316,0,0,0,0,316,N/A,N/A,0,0,0,92
00161,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00162,0,9,0,0,0,0,9,N/A,N/A,0,0,0,39
00163,0,31,0,0,0,0,31,N/A,N/A,0,0,0,58
00164,3,32,1,1,1,1,33,N/A,N/A,4,12,2,106
00165,0,125,0,0,0,0,125,N/A,N/A,0,0,0,83
00166,0,10,0,0,0,0,10,N/A,N/A,0,0,0,41
00167,12,459,106,10,111,1,460,N/A,N/A,500,124,9,303
00168,0,47,0,0,0,0,47,N/A,N/A,0,0,0,60
00169,22,183,41,5,42,0,183,N/A,N/A,159,56,6,190
00170,9,122,9,4,5,0,122,N/A,N/A,26,24,3,164
00171,12,65,26,2,28,2,67,N/A,N/A,125,70,5,172
00172,108,252,41553,3291,40597,264,516,N/A,N/A,58342,4195,2193,6908
00173,120,98,392,127,292,29,127,N/A,N/A,1732,264,34,457
00174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,ERROR
00175,0,216,0,0,0,0,216,N/A,N/A,0,0,0,84
00176,30,81,106,42,113,28,109,N/A,N/A,360,120,12,240
00177,0,357,0,0,0,0,357,N/A,N/A,0,0,0,104
00178,0,46,0,0,0,0,46,N/A,N/A,0,0,0,63
00179,0,25,0,0,0,0,25,N/A,N/A,0,0,0,46
00180,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00181,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00182,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00183,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00184,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00185,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00186,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00187,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00188,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00189,0,7,0,0,0,0,7,N/A,N/A,0,0,0,40
00190,0,12,0,0,0,0,12,N/A,N/A,0,0,0,42
00191,0,0,0,0,0,0,0,N/A,N/A,0,0,0,14
00192,0,0,0,0,0,0,0,N/A,N/A,0,0,0,14
00193,0,116,0,0,0,0,116,N/A,N/A,0,0,0,61
00194,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00195,0,155,0,0,0,0,155,N/A,N/A,0,0,0,87
00196,0,36,0,0,0,0,36,N/A,N/A,0,0,0,65
00197,0,80,0,0,0,0,80,N/A,N/A,0,0,0,68
00198,0,85,0,0,0,0,85,N/A,N/A,0,0,0,68
00199,0,0,0,0,0,0,0,N/A,N/A,0,0,0,17
00200,0,42,0,0,0,0,42,N/A,N/A,0,0,0,63
00201,0,25,0,0,0,0,25,N/A,N/A,0,0,0,50
00202,0,165,0,0,0,0,165,N/A,N/A,0,0,0,79
00203,0,21,0,0,0,0,21,N/A,N/A,0,0,0,43
00204,0,67,0,0,0,0,67,N/A,N/A,0,0,0,73
00205,0,5,0,0,0,0,5,N/A,N/A,0,0,0,47
00206,0,8,0,0,0,0,8,N/A,N/A,0,0,0,42
00207,0,8,0,0,0,0,8,N/A,N/A,0,0,0,41
00208,0,9,0,0,0,0,9,N/A,N/A,0,0,0,40
00209,18,35,0,0,0,0,35,N/A,N/A,20,20,0,105
00210,6,22,15,0,16,0,22,N/A,N/A,52,30,3,118
00211,0,106,0,0,0,0,106,N/A,N/A,0,0,0,69
00212,2,3,0,0,0,0,3,N/A,N/A,2,17,0,85
00213,2,4,0,0,0,0,4,N/A,N/A,2,12,0,81
00214,11,25,6,0,6,0,25,N/A,N/A,28,25,3,111
00215,7,13,1,0,2,0,13,N/A,N/A,15,18,2,98
00216,0,7,0,0,0,0,7,N/A,N/A,0,0,0,40
00217,1,9,0,0,0,0,9,N/A,N/A,1,22,0,85
00218,6,11,5,1,5,1,12,N/A,N/A,22,36,2,106
00219,0,18,0,0,0,0,18,N/A,N/A,0,0,0,44
00220,2,5,0,0,0,0,5,N/A,N/A,2,13,0,91
00221,1,16,2,0,2,0,16,N/A,N/A,3,26,2,93
00222,5,51,5,0,5,0,51,N/A,N/A,15,18,2,105
00223,4,11,0,0,0,0,11,N/A,N/A,6,32,0,97
00224,2,7,1,0,1,0,7,N/A,N/A,4,15,2,91
00225,0,3,0,0,0,0,3,N/A,N/A,0,0,0,38
00226,0,5,0,0,0,0,5,N/A,N/A,0,0,0,39
00227,0,6,0,0,0,0,6,N/A,N/A,0,0,0,41
00228,0,12,0,0,0,0,12,N/A,N/A,0,0,0,43
00229,2,37,5,2,3,0,37,N/A,N/A,13,20,2,109
00230,2,5,0,0,0,0,5,N/A,N/A,2,12,0,86
00231,0,4,0,0,0,0,4,N/A,N/A,0,0,0,39
00232,0,38,0,0,0,0,38,N/A,N/A,0,0,0,54
00233,1,3,0,0,0,0,3,N/A,N/A,1,13,0,88
00234,0,8,0,0,0,0,8,N/A,N/A,0,0,0,39
00235,6,21,5,0,6,0,21,N/A,N/A,34,26,2,120
00236,6,23,3,0,3,0,23,N/A,N/A,14,21,2,110
00237,1,2,0,0,0,0,2,N/A,N/A,1,12,0,81
00238,5,15,11,1,11,1,16,N/A,N/A,23,31,3,125
00239,0,215,0,0,0,0,215,N/A,N/A,0,0,0,94
00240,0,51,0,0,0,0,51,N/A,N/A,0,0,0,68
00241,1,29,5,2,5,1,30,N/A,N/A,15,19,2,105
00242,5,19,0,0,0,0,19,N/A,N/A,11,17,0,91
00243,0,83,0,0,0,0,83,N/A,N/A,0,0,0,80
00244,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00245,0,0,0,0,0,0,0,N/A,N/A,0,0,0,14
00246,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00247,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00248,0,101,0,0,0,0,101,N/A,N/A,0,0,0,59
00249,0,97,0,0,0,0,97,N/A,N/A,0,0,0,59
00250,0,111,0,0,0,0,111,N/A,N/A,0,0,0,70
00251,0,104,0,0,0,0,104,N/A,N/A,0,0,0,61
00252,0,107,0,0,0,0,107,N/A,N/A,0,0,0,68
00253,0,103,0,0,0,0,103,N/A,N/A,0,0,0,57
00254,0,164,0,0,0,0,164,N/A,N/A,0,0,0,90
00255,0,17,0,0,0,0,17,N/A,N/A,0,0,0,44
00256,0,65,0,0,0,0,65,N/A,N/A,0,0,0,66
00257,0,0,0,0,0,0,0,N/A,N/A,0,0,0,14
00258,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00259,0,6,0,0,0,0,6,N/A,N/A,0,0,0,39
00260,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00261,0,1,0,0,0,0,1,N/A,N/A,0,0,0,36
00262,0,1,0,0,0,0,1,N/A,N/A,0,0,0,37
00263,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00264,0,2,0,0,0,0,2,N/A,N/A,0,0,0,37
00265,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00266,0,17,0,0,0,0,17,N/A,N/A,0,0,0,42
00267,4,7,0,0,0,0,7,N/A,N/A,4,14,0,85
00268,0,3,0,0,0,0,3,N/A,N/A,0,0,0,40
00269,0,72,0,0,0,0,72,N/A,N/A,0,0,0,68
00270,0,63,0,0,0,0,63,N/A,N/A,0,0,0,66
00271,0,65,0,0,0,0,65,N/A,N/A,0,0,0,69
00272,0,77,0,0,0,0,77,N/A,N/A,0,0,0,66
00273,0,71,0,0,0,0,71,N/A,N/A,0,0,0,74
00274,0,94,0,0,0,0,94,N/A,N/A,0,0,0,72
00275,0,127,0,0,0,0,127,N/A,N/A,0,0,0,78
00276,0,13,0,0,0,0,13,N/A,N/A,0,0,0,48
00277,0,101,0,0,0,0,101,N/A,N/A,0,0,0,59
00278,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00279,26,176,38,0,46,0,176,N/A,N/A,161,65,6,185
00280,0,257,0,0,0,0,257,N/A,N/A,0,0,0,82
00281,13,350,21742,5602,16416,50,400,N/A,N/A,46826,7457,420,8763
00282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,ERROR
00283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,ERROR
00284,84,1234,199398,80834,121061,4,1238,N/A,N/A,816576,535193,26143,TIMEOUT
00285,66179,72403,31886,5350,30549,3222,75625,N/A,N/A,211557,36784,543422,TIMEOUT
00286,13961,38228,85639,13926,80014,8368,46596,N/A,N/A,496060,58732,423554,498850
00287,0,25,0,0,0,0,25,N/A,N/A,0,0,0,46
00288,0,84,0,0,0,0,84,N/A,N/A,0,0,0,66
00289,0,35,0,0,0,0,35,N/A,N/A,0,0,0,47
00290,7,139,20,0,29,0,139,N/A,N/A,120,48,4,163
00292,0,31,0,0,0,0,31,N/A,N/A,0,0,0,46
00293,16,2086,0,0,0,0,2086,N/A,N/A,17,14,0,365
00294,0,41,0,0,0,0,41,N/A,N/A,0,0,0,58
00295,0,42,0,0,0,0,42,N/A,N/A,0,0,0,59
00296,16,71,51,25,28,0,71,N/A,N/A,169,72,6,181
00297,0,71,0,0,0,0,71,N/A,N/A,0,0,0,70
00298,0,81,0,0,0,0,81,N/A,N/A,0,0,0,65
00299,0,9,0,0,0,0,9,N/A,N/A,0,0,0,41
00300,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00301,3,131,3,1,2,0,131,N/A,N/A,6,15,1,123
00302,0,374,0,0,0,0,374,N/A,N/A,0,0,0,107
00303,0,361,0,0,0,0,361,N/A,N/A,0,0,0,92
00304,0,38,0,0,0,0,38,N/A,N/A,0,0,0,48
00305,0,20,0,0,0,0,20,N/A,N/A,0,0,0,48
00306,0,14,0,0,0,0,14,N/A,N/A,0,0,0,46
00307,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00308,0,7,0,0,0,0,7,N/A,N/A,0,0,0,40
00309,0,83,0,0,0,0,83,N/A,N/A,0,0,0,70
00310,0,22,0,0,0,0,22,N/A,N/A,0,0,0,45
00311,0,22,0,0,0,0,22,N/A,N/A,0,0,0,46
00312,0,23,0,0,0,0,23,N/A,N/A,0,0,0,47
00313,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00314,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00315,0,9,0,0,0,0,9,N/A,N/A,0,0,0,41
00316,1,42,0,0,0,0,42,N/A,N/A,1,11,0,98
00317,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00318,0,67,0,0,0,0,67,N/A,N/A,0,0,0,73
00319,187,340,235810,758,247194,353,693,N/A,N/A,1353389,326778,244344,TIMEOUT
00320,124,209,1579,1131,1309,799,1008,N/A,N/A,2552,400,185,770
00321,0,15,0,0,0,0,15,N/A,N/A,0,0,0,41
00322,0,1697,0,0,0,0,1697,N/A,N/A,0,0,0,243
00323,0,12,0,0,0,0,12,N/A,N/A,0,0,0,48
00324,0,48,0,0,0,0,48,N/A,N/A,0,0,0,62
00325,0,1,0,0,0,0,1,N/A,N/A,0,0,0,39
00326,0,0,0,0,0,0,0,N/A,N/A,0,0,0,12
00327,0,0,0,0,0,0,0,N/A,N/A,0,0,0,13
00328,0,51,0,0,0,0,51,N/A,N/A,0,0,0,69
00329,0,16,0,0,0,0,16,N/A,N/A,0,0,0,44
00330,0,3,0,0,0,0,3,N/A,N/A,0,0,0,37
00331,0,9,0,0,0,0,9,N/A,N/A,0,0,0,40
00332,9,231,27,19,18,6,237,N/A,N/A,64,40,6,166
00333,5,67,11,8,6,2,69,N/A,N/A,27,32,3,126
00334,9,232,20,11,13,3,235,N/A,N/A,53,38,5,167
00335,0,33,0,0,0,0,33,N/A,N/A,0,0,0,61
00336,9,229,18,10,11,2,231,N/A,N/A,57,35,5,160
00337,0,27,0,0,0,0,27,N/A,N/A,0,0,0,53
00338,9,231,22,13,15,4,235,N/A,N/A,56,46,5,163
00339,4,95,9,5,6,1,96,N/A,N/A,21,28,3,117
00340,9,230,22,14,15,5,235,N/A,N/A,53,38,5,153
00341,2,33,2,3,2,3,36,N/A,N/A,9,13,2,111
00342,0,11,0,0,0,0,11,N/A,N/A,0,0,0,41
00343,4,101,191112,0,212343,0,101,N/A,N/A,1042131,251846,327800,TIMEOUT
00344,187,335,252638,751,265513,476,811,N/A,N/A,1434929,320239,251348,TIMEOUT
00345,187,296,261495,680,274432,320,610,N/A,N/A,1310334,283947,290741,TIMEOUT
00346,124,205,1532,1087,1244,768,971,N/A,N/A,2202,321,174,685
00347,8,99,50,15,46,11,110,N/A,N/A,98,64,6,160
00348,20,166,254,145,202,75,241,N/A,N/A,378,128,19,269
00349,8,98,71,29,67,20,118,N/A,N/A,167,84,16,190
00350,942,3347,41360,23553,19811,27,3374,N/A,N/A,372273,566994,9108,TIMEOUT
00352,221,3256,21238,18824,20848,18434,21690,N/A,N/A,412408,20178,39431,61195
00353,221,3432,58583,37453,39761,18434,21866,N/A,N/A,407824,21008,52054,74778
00354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52054,ERROR
00355,0,131,0,0,0,0,131,N/A,N/A,0,0,0,65
00356,1719,1901,1516,0,1515,0,1901,N/A,N/A,4022,418,473,1498
00357,1794,1981,1917,0,1916,0,1981,N/A,N/A,5552,645,767,2051
00358,101,267,566,0,561,0,267,N/A,N/A,2315,335,40,568
00359,515,181,158,0,158,0,181,N/A,N/A,388,58,42,300
00360,1059,1616,2344,0,2344,0,1616,N/A,N/A,7327,738,480,1833
00361,0,326,0,0,0,0,326,N/A,N/A,0,0,0,96
00362,0,57,0,0,0,0,57,N/A,N/A,0,0,0,70
00363,0,70,0,0,0,0,70,N/A,N/A,0,0,0,63
00364,0,37,0,0,0,0,37,N/A,N/A,0,0,0,49
00365,0,38,0,0,0,0,38,N/A,N/A,0,0,0,50
00366,40,96,124,13,118,7,103,N/A,N/A,313,109,13,231
00367,40,96,124,13,118,7,103,N/A,N/A,305,111,13,231
00368,6657,26705,45913,0,45913,0,26705,N/A,N/A,314110,45391,66278,122137
00369,10978,41811,89045,0,89045,0,41811,N/A,N/A,690210,142022,187296,354034
00370,12070,56379,96003,0,96003,0,56379,N/A,N/A,723104,130194,227541,384146
00371,7464,29183,70801,1065,70385,636,29819,N/A,N/A,1184012,123698,117456,254680
00372,557,1216,709,176,709,176,1392,N/A,N/A,35702,1663,136,2242
00373,668,1641,832,189,832,189,1830,N/A,N/A,57791,2109,182,2884
00374,8270,34340,133738,7679,133384,7317,41657,N/A,N/A,2625439,339681,242111,TIMEOUT
00375,12632,49324,120491,6795,120212,6516,55840,N/A,N/A,1221023,231029,337037,TIMEOUT
00376,694,1623,7648,7016,7647,7015,8638,N/A,N/A,54041,2601,7465,10796
00377,570,1476,6861,6376,6861,6376,7852,N/A,N/A,37832,1891,4164,6689
00378,21423,61342,23887,2393,23446,1952,63294,N/A,N/A,4731499,455303,82775,TIMEOUT
00379,38615,91941,27935,1410,27668,1143,93084,N/A,N/A,3134526,365256,175537,TIMEOUT
00380,3141,6811,3256,302,3256,302,7113,N/A,N/A,1430352,39304,1057,46662
00381,3216,8271,3499,534,3499,534,8805,N/A,N/A,1655369,45509,1547,53776
