NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,TIME
00336,9,228,17,9,10,2,230,153
00337,0,27,0,0,0,0,27,73
00338,9,228,17,9,10,2,230,138
00339,4,93,7,4,4,1,94,157
00340,9,228,17,9,10,2,230,159
00341,2,33,2,3,2,3,36,125
00342,0,11,0,0,0,0,11,66
00343,4,97,1591928,1,1682095,1,98,TIMEOUT
00344,13,243,1695678,1,1792755,1,244,TIMEOUT
00345,13,243,1851613,1,1920569,1,244,TIMEOUT
00346,9,146,17,1,16,0,146,183
00347,8,98,33,10,29,6,104,177
00348,13,159,49,15,44,10,169,196
00349,8,98,33,10,29,6,104,177
00350,942,3018,438783,133436,330197,2,3020,TIMEOUT
00352,221,3256,20819,18822,20429,18432,21688,8438
00353,221,3235,20819,18822,20429,18432,21667,7078
00354,1501,4648,62013,0,68763,0,4648,TIMEOUT
00355,0,131,0,0,0,0,131,91
00356,1719,1901,894,0,893,0,1901,765
00357,1794,1981,1225,0,1224,0,1981,1018
00358,101,267,548,0,543,0,267,413
00359,515,181,34,0,34,0,181,282
00360,1059,1616,2344,0,2344,0,1616,885
00361,0,326,0,0,0,0,326,111
00362,0,57,0,0,0,0,57,145
00363,0,70,0,0,0,0,70,106
00364,0,37,0,0,0,0,37,81
00365,0,38,0,0,0,0,38,73
00366,40,96,93,0,93,0,96,215
00367,40,96,93,0,93,0,96,259
00368,6657,25628,45805,0,45805,0,25628,21402
00369,10978,39919,88909,0,88909,0,39919,65584
00370,12070,56379,96003,0,96003,0,56379,76020
00371,7464,27758,61771,1025,61357,617,28375,31452
00372,557,1077,709,176,709,176,1253,1446
00373,668,1297,832,189,832,189,1486,1808
00374,8270,30220,89088,7679,88726,7317,37537,55590
00375,12632,45457,145383,6795,145104,6516,51973,128668
00376,694,1286,7646,7016,7645,7015,8301,3174
00377,570,1006,6860,6376,6860,6376,7382,2491
00378,21423,58205,312942,5571,311874,4531,62736,TIMEOUT
00379,38615,90653,246615,0,246525,0,90653,TIMEOUT
00380,3141,6000,3256,302,3256,302,6302,23111
00381,3216,6053,3499,534,3499,534,6587,25406
00382,8378,47281,116085,37333,109332,30581,77862,410701
00383,13719,65847,139229,42612,131792,35198,101044,TIMEOUT
00384,732,548,1782,648,1782,648,1196,1217
00385,829,573,2849,1334,2679,1165,1737,1430
00386,7559,28570,54060,45,54052,37,28607,33608
00387,12025,44320,112845,19577,112370,19102,63422,149376
00388,106,212,138,32,138,32,244,389
00389,100,200,100,0,100,0,200,460
00390,7029,26439,65784,15151,65247,14646,41085,130225
00391,11279,40960,109774,15498,109252,15007,55967,258771
00392,608,1213,8911,8279,8911,8279,9492,7356
00393,776,1552,6414,5597,6414,5597,7149,11050
00394,9071,31193,65223,2177,64988,1943,33135,61535
00395,21802,60146,416505,21755,438230,50,60196,TIMEOUT
00396,597,1153,1189,619,1189,619,1772,2149
00397,1494,2922,7250,5799,7250,5799,8721,9560
00398,7419,27696,60917,744,60659,492,28188,30536
00399,512,991,612,122,612,122,1113,1647
00400,7999,29907,56399,861,56234,696,30603,33291
00401,423,786,854,470,854,470,1256,1361
00402,1627,2230,741,0,740,0,2230,666
00403,2479,3894,1335,0,1331,0,3894,1121
00404,2,45,4,0,4,0,45,103
00405,4,49,10,0,10,0,49,112
00406,2,92,6,0,6,0,92,131
00407,4,97,14,0,14,0,97,128
00408,0,10,0,0,0,0,10,65
00409,0,10,0,0,0,0,10,65
00410,476,1338,112305,11781,109601,33,1371,TIMEOUT
00411,250,1199,1496,0,1492,0,1199,736
00412,919,3532,6130,0,6130,0,3532,2463
00413,1085,4625,7060,0,7060,0,4625,2660
00414,25,50,27,2,27,2,52,266
00415,7752,39986,53443,62,53409,28,40014,36248
00416,12269,56650,97773,82,97722,31,56681,96327
00417,176,343,170,0,170,0,343,1054
00418,202,395,198,2,198,2,397,1280
00419,1496,4468,21649,6037,20926,5315,9783,26362
00420,1480,5169,15239,1442,14667,905,6074,6929
00421,716,1271,4655,3389,4644,3378,4649,4225
00422,420,672,1288,387,1280,379,1051,2034
00423,619,714,796,0,796,0,714,576
00424,728,1463,3475,731,3400,656,2119,2568
00425,11625,26750,201719,0,201691,0,26750,179818
00426,24421,44891,354792,0,354684,0,44891,TIMEOUT
00428,0,0,0,0,0,0,0,44
00429,0,0,0,0,0,0,0,45
00430,359,178,135,0,135,0,178,385
00431,359,178,135,0,135,0,178,367
00432,238,137,398,0,398,0,137,420
00433,242,137,402,0,402,0,137,351
00434,0,21034,0,0,0,0,21034,736
00435,1,9081,0,0,0,0,9081,406
