NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,TIME
00436,2308,24014,48275,29581,47523,28839,52853,110135
00437,44247,90904,179438,28937,179097,28652,119556,TIMEOUT
00438,1512,3024,20898,19386,20898,19386,22410,38060
00439,0,0,0,0,0,0,0,43
00440,0,0,0,0,0,0,0,51
00441,0,0,0,0,0,0,0,47
00442,0,0,0,0,0,0,0,48
00443,13730,0,0,0,0,0,0,957
00444,13730,0,0,0,0,0,0,1057
00445,120,1222,373,0,372,0,1222,374
00446,164,1659,642,90,639,88,1747,676
00447,164,1659,642,90,639,88,1747,617
00448,24847,49406,348943,0,348835,0,49406,TIMEOUT
00449,207,2013,1256,152,1252,149,2162,1213
00450,341,2838,2542,600,2243,309,3147,1001
00451,2257,2862,10090,0,10022,0,2862,2315
00452,3163,4116,16709,0,16658,0,4116,6759
00453,0,157,0,0,0,0,157,177
00454,69,347,3065,2996,3065,2996,3343,1012
00455,0,990,0,0,0,0,990,172
00456,0,990,0,0,0,0,990,206
00457,80,1604,382,0,382,0,1604,449
00458,80,1604,382,0,382,0,1604,435
00459,4013,6900,21196,697,20923,430,7330,8334
00460,9023,10382,71569,1410,70822,682,11064,26439
00461,9023,10382,71593,1410,70846,682,11064,26630
00462,9433,13435,207516,136985,204721,134115,147550,TIMEOUT
00463,9433,10339,286517,167906,253634,134583,144922,TIMEOUT
00464,229,6,0,0,0,0,6,156
00465,282,132,349,0,349,0,132,347
00466,0,6603,0,0,0,0,6603,365
00467,0,6603,0,0,0,0,6603,291
00468,5,720,20,0,20,0,720,178
00469,53,878,144,0,144,0,878,243
00470,44414,75146,410686,0,410385,0,75146,TIMEOUT
00471,42734,78977,204362,0,204296,0,78977,TIMEOUT
00472,44414,75146,435505,0,435151,0,75146,TIMEOUT
00473,42734,78977,223812,0,223743,0,78977,TIMEOUT
00474,16,72,24,0,24,0,72,141
00475,22,83,47,0,47,0,83,212
00476,1834,2687,3994,2388,3929,2329,5016,6579
00477,156743,10606,1275,0,1275,0,10606,20832
00478,0,937,0,0,0,0,937,161
00479,323,566,2216403,58428,2169888,21,587,TIMEOUT
00480,327,663,1894308,55630,1856507,2,665,TIMEOUT
00481,0,0,0,0,0,0,0,59
00482,0,0,0,0,0,0,0,58
00483,29022,114237,175630,18,186178,14,114251,TIMEOUT
00484,37999,101911,219938,0,219854,0,101911,TIMEOUT
00485,2593,5291,2800,160,2800,160,5451,23185
00486,7777,46980,111619,35444,105061,28887,75867,427812
00487,13015,65519,159961,46456,151781,38303,103822,TIMEOUT
00488,7777,46967,111619,35444,105061,28887,75854,345833
00489,9507,52445,142011,43154,134283,35426,87871,498943
00490,0,0,0,0,0,0,0,58
00491,0,0,0,0,0,0,0,52
00492,0,0,0,0,0,0,0,46
00493,0,76,0,0,0,0,76,82
00494,2335,0,0,0,0,0,0,353
00495,2335,0,0,0,0,0,0,422
00496,10238,3219,27525,0,27520,0,3219,8060
00497,8316,23,0,0,0,0,23,713
00498,8316,23,0,0,0,0,23,729
00499,0,13044,0,0,0,0,13044,400
00500,1621,1988,3168,2381,3168,2381,4369,10494
00501,0,0,0,0,0,0,0,45
00502,1878,1924,8604,2,8604,2,1926,2392
00503,0,258,0,0,0,0,258,127
00504,48,636,303,58,280,35,671,391
00505,9,151,0,0,0,0,151,149
00508,50,267,277,40,262,18,285,388
00509,0,0,0,0,0,0,0,50
00510,0,0,0,0,0,0,0,45
00511,345,275,2948296,290812,2699219,1,276,TIMEOUT
00512,458,800,5336,1368,4413,257,1057,2106
00513,38,309,174,0,174,0,309,371
00514,38,309,174,0,174,0,309,316
00515,870,2366,2716,0,2716,0,2366,1047
00516,0,7989,0,0,0,0,7989,362
00517,0,11177,0,0,0,0,11177,683
00518,11035,9363,26337,17901,26336,17901,27264,228230
00519,73,93,0,0,0,0,93,156
00520,76,91,0,0,0,0,91,124
00521,7276,3640,0,0,0,0,3640,1098
00522,4233,169,230,0,230,0,169,660
00523,4233,169,230,0,230,0,169,717
00524,0,0,0,0,0,0,0,43
00525,0,0,0,0,0,0,0,59
00526,193,280,470,2,470,2,282,408
00527,502,4,0,0,0,0,4,230
00528,0,0,0,0,0,0,0,41
00529,0,0,0,0,0,0,0,45
00530,3,10609,17,0,17,0,10609,519
00531,7,11839,34,0,34,0,11839,536
00532,11943,38045,206008,63,205965,48,38093,186867
00533,32907,61062,332794,0,332686,0,61062,TIMEOUT
00534,315,630,315,0,315,0,630,1326
00535,8479,4621,3926,2436,3926,2436,7057,48914
00536,6762,36438,49140,217,49057,134,36572,28331
00537,11089,51961,93965,253,93876,164,52125,95454
00538,102,204,102,0,102,0,204,457
00539,104,208,106,2,106,2,210,438
00540,1654,13265,6910,854,6881,826,14090,8641
00541,9133,27085,475401,49002,463437,47,27132,TIMEOUT
00542,9,18,9,0,9,0,18,157
00543,9,18,9,0,9,0,18,143
00544,5972,3271,25769,0,25766,0,3271,10842
00545,6276,3351,26956,0,26955,0,3351,12092
00546,1952,775,2787,0,2787,0,775,1145
00547,1952,780,2800,0,2800,0,780,1061
00548,93,4361,500,0,500,0,4361,513
00549,0,458,0,0,0,0,458,116
00550,3,853,10,0,10,0,853,203
00551,0,0,0,0,0,0,0,43
00552,0,0,0,0,0,0,0,47
00553,50453,90333,N/A,N/A,N/A,N/A,N/A,ERROR
00554,74233,106867,260114,64268,226703,31234,138037,TIMEOUT
00555,133,991,412,115,370,73,1064,634
00556,499,1524,8499,1939,7042,400,1924,3294
00558,0,0,0,0,0,0,0,48
00559,0,0,0,0,0,0,0,44
00560,9,130,83,8,78,3,133,280
00561,107,662,881,242,830,191,853,691
00562,57,710,145,0,145,0,710,249
00563,75,983,224,0,224,0,983,340
00564,0,0,0,0,0,0,0,44
00565,0,0,0,0,0,0,0,50
00566,2505,49982,59013,1733,58844,27,50009,18931
00567,0,516,0,0,0,0,516,146
00568,0,516,0,0,0,0,516,127
00569,915,1701,4229,853,4117,741,2442,2947
00570,38,1102,120,0,120,0,1102,326
00571,39,1357,182,0,182,0,1357,392
00572,19594,57494,255139,2841,254973,2703,60197,337203
00573,36864,91611,259749,0,259652,0,91611,TIMEOUT
00574,478,736,2044,1726,2044,1726,2462,3180
00575,479,700,1866,1555,1866,1555,2255,3149
00576,26,65,150,26,148,24,89,311
00577,15,16,0,0,0,0,16,139
00578,619,714,796,0,796,0,714,529
00579,728,1463,3475,731,3400,656,2119,2609
00580,8,272,12,0,12,0,272,170
00581,5,316,11,0,11,0,316,204
00582,154,620,622,35,614,28,648,533
00583,0,0,0,0,0,0,0,55
00584,0,0,0,0,0,0,0,43
00585,0,0,0,0,0,0,0,53
00586,0,0,0,0,0,0,0,57
00587,0,0,0,0,0,0,0,49
00588,0,0,0,0,0,0,0,47
00589,112,939,257,0,257,0,939,370
00590,14,605,4890,902,4423,7,612,2781
00591,69,2529,251,0,251,0,2529,373
00592,106,3414,839,0,839,0,3414,773
00593,192,2049,307,0,298,0,2049,457
00594,177,1984,400,0,400,0,1984,361
00595,219,2703,19941,18822,19551,18432,21135,7439
00596,181,2022,577,0,577,0,2022,482
00597,223,2742,19941,18822,19551,18432,21174,7255
00598,4,1,0,0,0,0,1,106
00599,4,1,0,0,0,0,1,81
00600,177,1983,400,0,400,0,1983,472
00601,0,0,0,0,0,0,0,57
00602,0,0,0,0,0,0,0,50
00603,0,20,0,0,0,0,20,73
00604,0,32,0,0,0,0,32,77
00605,84,650,365,0,365,0,650,430
00606,84,650,365,0,365,0,650,487
00607,0,0,0,0,0,0,0,55
00608,0,0,0,0,0,0,0,48
00609,0,202,0,0,0,0,202,115
