NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,BODY_SK_ATOMS_MAX,EVOL_TIME,SUMB_TIME,TIME
00450,341,2856,6946,787,6526,363,3219,N/A,2651,870,4162
00451,2257,2862,9936,0,9868,0,2862,N/A,3220,2677,6989
00452,3163,4221,16841,0,16790,0,4221,N/A,5508,6402,13395
00453,0,157,0,0,0,0,157,N/A,0,0,59
00454,69,347,3065,2996,3065,2996,3343,N/A,652,939,1801
00455,0,990,0,0,0,0,990,N/A,0,0,145
00456,0,990,0,0,0,0,990,N/A,0,0,140
00457,80,1604,460,0,460,0,1604,N/A,313,28,628
00458,80,1604,442,0,442,0,1604,N/A,324,23,637
00459,4013,6928,21849,779,21563,458,7386,N/A,12243,9771,24068
00460,9023,15836,102435,7188,104294,1599,17435,N/A,57865,252227,318046
00461,9023,15625,106515,3848,110171,1611,17236,N/A,62498,235692,306364
00462,9433,20506,64671,33160,44321,11054,31560,N/A,430344,115546,TIMEOUT
00463,9433,11305,107066,56083,80487,27592,38897,N/A,297641,260902,TIMEOUT
00464,229,6,0,0,0,0,6,N/A,0,0,105
00465,282,132,349,0,349,0,132,N/A,189,45,400
00466,0,6603,0,0,0,0,6603,N/A,0,0,629
00467,0,6603,0,0,0,0,6603,N/A,0,0,615
00468,5,720,20,0,20,0,720,N/A,35,3,189
00469,53,878,144,0,144,0,878,N/A,83,15,272
00470,44414,98889,64947,9399,63349,3221,102110,N/A,63951,517759,TIMEOUT
00471,42734,96918,50414,0,50354,0,96918,N/A,30377,554707,TIMEOUT
00472,44414,93315,64229,10215,63750,4723,98038,N/A,51621,532849,TIMEOUT
00473,42734,92411,80624,0,80580,0,92411,N/A,44892,538606,TIMEOUT
00474,16,72,24,0,24,0,72,N/A,42,4,132
00475,22,103,33,0,53,0,103,N/A,93,6,204
00476,1834,2713,4327,2391,4260,2330,5043,N/A,15303,1342,17334
00477,156743,10606,22806,0,22806,0,10606,N/A,8237,573961,TIMEOUT
00478,0,937,0,0,0,0,937,N/A,0,0,141
00479,323,693,425923,48465,389540,217,910,N/A,386039,193601,TIMEOUT
00480,327,926,465056,53767,423255,214,1140,N/A,380922,196579,TIMEOUT
00481,0,0,0,0,0,0,0,N/A,0,0,13
00482,0,0,0,0,0,0,0,N/A,0,0,13
00483,29022,126308,8723,4180,8059,3516,129824,N/A,443317,82229,TIMEOUT
00484,37999,106433,18939,2879,18282,2222,108655,N/A,429656,121338,TIMEOUT
00485,2593,5540,2800,160,2800,160,5700,N/A,56880,949,59359
00486,7777,48326,18627,8317,16979,6600,54926,N/A,429279,105583,TIMEOUT
00487,13015,69910,25528,12959,20725,7504,77414,N/A,412893,135379,TIMEOUT
00488,7777,48313,16052,6484,14820,5252,53565,N/A,441762,88628,TIMEOUT
00489,9507,52445,18079,8480,16600,7001,59446,N/A,476717,59972,TIMEOUT
00490,0,0,0,0,0,0,0,N/A,0,0,13
00491,0,0,0,0,0,0,0,N/A,0,0,13
00492,0,0,0,0,0,0,0,N/A,0,0,13
00493,0,76,0,0,0,0,76,N/A,0,0,62
00494,2335,0,0,0,0,0,0,N/A,0,0,348
00495,2335,0,0,0,0,0,0,N/A,0,0,363
00496,10238,3219,27543,0,27538,0,3219,N/A,7335,30180,39778
00497,8316,23,0,0,0,0,23,N/A,20,0,1102
00498,8316,23,0,0,0,0,23,N/A,20,0,1119
00499,0,13044,0,0,0,0,13044,N/A,0,0,1105
00500,1621,2940,3168,2381,3168,2381,5321,N/A,27076,1078,28844
00501,0,0,0,0,0,0,0,N/A,0,0,13
00502,1878,3295,10387,2,10387,2,3297,N/A,3486,2461,7008
00503,0,258,0,0,0,0,258,N/A,0,0,84
00504,48,662,416,59,393,35,697,N/A,354,31,563
00505,9,151,0,0,0,0,151,N/A,20,0,98
00508,50,296,496,140,430,41,337,N/A,433,31,624
00509,0,0,0,0,0,0,0,N/A,0,0,13
00510,0,0,0,0,0,0,0,N/A,0,0,13
00511,345,452,573667,63695,524120,13,465,N/A,321029,262387,TIMEOUT
00512,458,951,8354,2729,6718,680,1631,N/A,5326,1413,7730
00513,38,309,208,0,208,0,309,N/A,192,16,342
00514,38,309,208,0,208,0,309,N/A,143,16,297
00515,870,2397,3071,115,3034,46,2443,N/A,1523,645,2828
00516,0,7989,0,0,0,0,7989,N/A,0,0,694
00517,0,11177,0,0,0,0,11177,N/A,0,0,935
00518,11035,12749,24648,22379,24437,22169,34918,N/A,526209,65833,TIMEOUT
00519,73,93,8,0,8,0,93,N/A,53,3,304
00520,76,91,5,0,5,0,91,N/A,31,2,218
00521,7276,3640,0,0,0,0,3640,N/A,1314,0,3077
00522,4233,169,230,0,230,0,169,N/A,140,550,1891
00523,4233,169,230,0,230,0,169,N/A,211,498,1821
00524,0,0,0,0,0,0,0,N/A,0,0,14
00525,0,0,0,0,0,0,0,N/A,0,0,14
00526,193,287,497,2,497,2,289,N/A,405,67,733
00527,502,4,0,0,0,0,4,N/A,0,0,127
00528,0,0,0,0,0,0,0,N/A,0,0,18
00529,0,0,0,0,0,0,0,N/A,0,0,21
00530,3,10609,17,0,17,0,10609,N/A,71,9,1388
00531,7,11839,34,0,34,0,11839,N/A,102,15,1873
00532,11943,38179,105380,61,105353,46,38225,N/A,321599,238625,TIMEOUT
00533,32907,61489,50261,603,50114,479,61968,N/A,347986,214510,TIMEOUT
00534,315,811,315,0,315,0,811,N/A,2310,20,2592
00535,8479,7367,3926,2436,3926,2436,9803,N/A,161920,5982,170705
00536,6762,38687,47235,275,49343,134,38821,N/A,97067,101304,210608
00537,11089,56161,99778,6002,99665,3992,60153,N/A,237677,337096,TIMEOUT
00538,102,229,102,0,102,0,229,N/A,493,28,810
00539,104,283,110,6,150,4,287,N/A,555,20,779
00540,1654,14473,8152,863,8137,848,15321,N/A,29575,4424,37693
00541,9133,33671,33942,2997,36620,44,33715,N/A,509050,64165,TIMEOUT
00542,9,18,9,0,9,0,18,N/A,36,2,116
00543,9,18,9,0,9,0,18,N/A,36,2,110
00544,5972,3271,25989,0,25986,0,3271,N/A,7786,24780,34834
00545,6276,3351,27225,0,27223,0,3351,N/A,8933,21593,32954
00546,1952,775,3436,0,3436,0,775,N/A,1034,1115,2723
00547,1952,780,3415,0,3415,0,780,N/A,1005,1139,2720
00548,93,4361,500,0,500,0,4361,N/A,395,37,954
00549,0,458,0,0,0,0,458,N/A,0,0,94
00550,3,853,10,0,10,0,853,N/A,17,2,178
00551,0,0,0,0,0,0,0,N/A,0,0,13
00552,0,0,0,0,0,0,0,N/A,0,0,13
00553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00554,74233,131757,16494,9594,16221,9314,141068,N/A,27329,556702,TIMEOUT
00555,133,1122,449,115,407,73,1195,N/A,960,75,1354
00556,499,1662,99766,7955,93137,920,2582,N/A,37482,4960,44372
00558,0,0,0,0,0,0,0,N/A,0,0,13
00559,0,0,0,0,0,0,0,N/A,0,0,13
00560,9,130,90,15,85,10,140,N/A,338,20,556
00561,107,701,2942,1057,2198,258,959,N/A,1989,252,2717
00562,57,710,145,0,145,0,710,N/A,147,29,438
00563,75,983,224,0,224,0,983,N/A,208,19,478
00564,0,0,0,0,0,0,0,N/A,0,0,14
00565,0,0,0,0,0,0,0,N/A,0,0,13
00566,2505,50063,130250,13886,120044,367,50430,N/A,85072,113493,210166
00567,0,516,0,0,0,0,516,N/A,0,0,154
00568,0,516,0,0,0,0,516,N/A,0,0,143
00569,915,1714,4377,853,4265,741,2455,N/A,7965,1076,10055
00570,38,1102,127,0,127,0,1102,N/A,147,10,385
00571,39,1357,182,0,182,0,1357,N/A,187,24,466
00572,19594,58573,107906,1754,107819,1683,60256,N/A,198646,372528,TIMEOUT
00573,36864,100780,67186,2763,67040,2616,103396,N/A,165772,408811,TIMEOUT
00574,478,1188,2048,1726,2048,1726,2914,N/A,4991,711,6308
00575,479,836,1867,1555,1867,1555,2391,N/A,3358,472,4194
00576,26,67,210,50,206,46,113,N/A,693,23,1090
00577,15,16,0,0,0,0,16,N/A,18,0,123
00578,619,714,948,0,948,0,714,N/A,341,189,852
00579,728,1463,3492,731,3417,656,2119,N/A,10794,1069,12995
00580,8,272,12,0,12,0,272,N/A,30,15,272
00581,5,316,11,0,11,0,316,N/A,27,2,167
00582,154,680,724,97,700,51,731,N/A,1122,105,1753
00583,0,0,0,0,0,0,0,N/A,0,0,14
00584,0,0,0,0,0,0,0,N/A,0,0,14
00585,0,0,0,0,0,0,0,N/A,0,0,50
00586,0,0,0,0,0,0,0,N/A,0,0,29
00587,0,0,0,0,0,0,0,N/A,0,0,13
00588,0,0,0,0,0,0,0,N/A,0,0,16
00589,112,939,257,0,257,0,939,N/A,275,25,746
00590,16,614,26671,6678,20891,18,632,N/A,30013,2007,34318
00591,69,2529,287,0,287,0,2529,N/A,333,39,784
00592,106,3414,839,0,839,0,3414,N/A,728,103,1400
00593,192,2049,313,0,304,0,2049,N/A,163,36,539
00594,177,1984,400,0,400,0,1984,N/A,197,51,597
00595,219,2801,39571,28525,29771,18627,21428,N/A,9814,37749,48863
00596,181,2022,577,0,577,0,2022,N/A,224,50,701
00597,223,2839,39161,28331,29554,18627,21466,N/A,11051,49472,61727
00598,4,1,0,0,0,0,1,N/A,0,0,72
00599,4,1,0,0,0,0,1,N/A,0,0,74
00600,177,1983,400,0,400,0,1983,N/A,181,33,774
00601,0,0,0,0,0,0,0,N/A,0,0,15
00602,0,0,0,0,0,0,0,N/A,0,0,15
00603,0,20,0,0,0,0,20,N/A,0,0,76
00604,0,32,0,0,0,0,32,N/A,0,0,162
00605,84,650,375,0,375,0,650,N/A,329,27,670
00606,84,650,442,0,442,0,650,N/A,397,46,713
00607,0,0,0,0,0,0,0,N/A,0,0,12
00608,0,0,0,0,0,0,0,N/A,0,0,17
00609,0,202,0,0,0,0,202,N/A,0,0,79
00610,0,81,0,0,0,0,81,N/A,0,0,65
00611,0,24,0,0,0,0,24,N/A,0,0,48
00612,0,81,0,0,0,0,81,N/A,0,0,81
00613,0,94,0,0,0,0,94,N/A,0,0,60
00614,0,24,0,0,0,0,24,N/A,0,0,61
00615,0,24,0,0,0,0,24,N/A,0,0,77
00616,0,64,0,0,0,0,64,N/A,0,0,62
00617,0,63,0,0,0,0,63,N/A,0,0,86
00618,0,44,0,0,0,0,44,N/A,0,0,76
00619,0,31,0,0,0,0,31,N/A,0,0,78
00620,0,58,0,0,0,0,58,N/A,0,0,73
00621,0,70,0,0,0,0,70,N/A,0,0,107
00622,0,38,0,0,0,0,38,N/A,0,0,65
00623,0,38,0,0,0,0,38,N/A,0,0,71
00624,98,968,361200,77315,298511,10,978,N/A,339906,241812,TIMEOUT
00625,0,0,0,0,0,0,0,N/A,0,0,13
00626,500,2188,3107,349,3042,272,2460,N/A,3910,502,5310
00627,572,2221,2802,24,2794,12,2233,N/A,1362,447,2521
00628,500,1931,3003,337,2934,268,2199,N/A,3990,532,5344
00629,572,2221,2802,24,2794,12,2233,N/A,1020,389,2118
00630,500,1991,2994,329,2929,264,2255,N/A,3724,444,5041
00631,572,2558,3687,452,3604,358,2916,N/A,5272,614,6901
00632,500,2112,3056,331,3024,295,2407,N/A,3624,455,4990
00633,572,2452,3567,452,3477,358,2810,N/A,4369,595,5889
00634,0,0,0,0,0,0,0,N/A,0,0,14
00635,0,0,0,0,0,0,0,N/A,0,0,23
00636,1652,1573,3993,731,4343,656,2229,N/A,2213,1801,4885
00637,92,236,362,132,292,60,296,N/A,504,42,797
00638,124,233,423,171,376,119,352,N/A,526,51,862
00639,353,254,196,0,194,0,254,N/A,144,40,472
00640,408,394,282,0,281,0,394,N/A,165,90,673
00641,0,0,0,0,0,0,0,N/A,0,0,15
00642,0,0,0,0,0,0,0,N/A,0,0,14
00643,0,456,0,0,0,0,456,N/A,0,0,122
00644,0,638,0,0,0,0,638,N/A,0,0,131
00645,2091,1594,5721,0,5719,0,1594,N/A,2539,2679,6665
00646,2532,2301,7991,0,7989,0,2301,N/A,2519,2763,6451
00647,0,36500,0,0,0,0,36500,N/A,0,0,3656
00648,4,232,10,0,10,0,232,N/A,30,2,176
00649,663,284,1350,0,1350,0,284,N/A,556,249,1118
00650,663,284,1347,0,1347,0,284,N/A,491,203,986
00651,0,0,0,0,0,0,0,N/A,0,0,41
00652,0,0,0,0,0,0,0,N/A,0,0,13
00653,0,0,0,0,0,0,0,N/A,0,0,12
00654,0,0,0,0,0,0,0,N/A,0,0,13
00655,0,27,0,0,0,0,27,N/A,0,0,101
00656,0,27,0,0,0,0,27,N/A,0,0,50
00657,1642,3791,8074,852,8061,839,4630,N/A,34502,2367,40771
00658,9117,15901,138647,191,158480,79,15980,N/A,230078,354452,TIMEOUT
00659,0,12341,0,0,0,0,12341,N/A,0,0,1092
00660,6673,14352,14088,2368,14389,10,14362,N/A,576896,9956,TIMEOUT
00661,0,0,0,0,0,0,0,N/A,0,0,13
00662,0,0,0,0,0,0,0,N/A,0,0,13
00663,0,0,0,0,0,0,0,N/A,0,0,13
00664,0,0,0,0,0,0,0,N/A,0,0,13
00665,299,3170,58447,37839,39418,18627,21797,N/A,11717,46990,59857
00666,269,2350,58634,38227,39422,18818,21168,N/A,11177,67102,79317
00667,1181,506,2159,0,2159,0,506,N/A,757,619,1787
00669,3530,4880,3467,0,3467,0,4880,N/A,1168,1778,4006
00670,7079,5693,18841,0,18841,0,5693,N/A,5882,15703,23751
00671,0,71,0,0,0,0,71,N/A,0,0,62
00672,0,71,0,0,0,0,71,N/A,0,0,60
00673,115,1929,226,0,226,0,1929,N/A,87,17,411
00674,0,2349,0,0,0,0,2349,N/A,0,0,280
00675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00676,1921,1863,3814,3094,3814,3094,4957,N/A,18854,1968,21763
00677,1607,2138,2985,2644,2985,2644,4782,N/A,12226,1079,13851
00678,7557,11544,59495,29204,49910,19522,31066,N/A,23547,119585,147100
00679,259,496,1049,821,1049,821,1317,N/A,1810,153,2149
00680,7414,10971,58620,28525,48820,18627,29598,N/A,16097,110518,129793
00681,116,108,4,0,4,0,108,N/A,40,1,137
00682,24701,50228,89446,19,89418,18,50246,N/A,233366,335198,TIMEOUT
00683,61,86,42,17,42,17,103,N/A,103,6,189
00684,12683,64570,138351,29420,128591,19563,84133,N/A,130845,449789,TIMEOUT
00685,394,786,815,443,815,443,1229,N/A,6447,128,6871
00686,36894,108479,74175,484,73960,286,108765,N/A,143556,432118,TIMEOUT
00687,184,92,0,0,0,0,92,N/A,0,0,96
00688,0,0,0,0,0,0,0,N/A,0,0,13
00689,1054,451,1134,0,1134,0,451,N/A,330,269,901
00690,1291,975,2440,0,2440,0,975,N/A,880,698,2005
00691,0,276,0,0,0,0,276,N/A,0,0,81
00692,0,297,0,0,0,0,297,N/A,0,0,82
00693,0,0,0,0,0,0,0,N/A,0,0,13
00694,6207,1624,4274,0,4272,0,1624,N/A,1336,3314,5692
00695,7708,2842,7609,0,7605,0,2842,N/A,1831,6573,9726
00696,6207,1624,4305,0,4303,0,1624,N/A,1294,3371,5686
00697,7708,2842,7611,0,7607,0,2842,N/A,2178,6489,9991
00700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6489,ERROR
00701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6489,ERROR
00702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6489,ERROR
00703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6489,ERROR
00704,355,419,8658,0,12798,0,419,N/A,564740,3665,TIMEOUT
00705,380,629,15430,2,20575,1,630,N/A,563277,8097,TIMEOUT
00706,342,336,11803,0,16739,0,336,N/A,556970,6663,TIMEOUT
00707,257,412,26753,0,32651,0,412,N/A,548028,13694,TIMEOUT
00708,125,251,68517,0,79651,0,251,N/A,518048,61463,TIMEOUT
00709,130,145,70046,0,81269,0,145,N/A,511284,54029,TIMEOUT
00710,240,425,243360,0,248063,0,425,N/A,545630,49600,TIMEOUT
00711,245,481,28732,2,35279,1,482,N/A,557091,18295,TIMEOUT
00712,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18295,ERROR
00713,455,683,4910,0,9999,0,683,N/A,504400,2873,TIMEOUT
00714,193,349,39728,2,47399,1,350,N/A,550219,27392,TIMEOUT
00715,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27392,ERROR
00716,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27392,ERROR
00717,5,44,42,8,46,5,49,N/A,105,5,197
00718,97,153,102753,2,118059,1,154,N/A,458358,123631,TIMEOUT
00719,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,123631,ERROR
00720,190,254,197901,1,203853,1,255,N/A,544096,47097,TIMEOUT
00721,222,244,31181,0,37320,0,244,N/A,557018,15024,TIMEOUT
00722,411,551,11816,0,15957,0,551,N/A,552198,5315,TIMEOUT
00723,225,249,46486,2,54619,1,250,N/A,541828,26007,TIMEOUT
00724,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26007,ERROR
00725,5,47,31,10,30,4,51,N/A,71,4,167
00726,283,627,31918,0,38640,0,627,N/A,554737,19277,TIMEOUT
00727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19277,ERROR
00728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19277,ERROR
00729,54,148,146693,4,168468,2,150,N/A,349364,238853,TIMEOUT
00730,3,44,15,5,15,2,46,N/A,50,3,144
00731,148,173,88327,12,99126,1,174,N/A,514099,61438,TIMEOUT
00732,402,460,18096,1,23647,1,461,N/A,556594,9572,TIMEOUT
00733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9572,ERROR
00734,78,148,115343,0,131973,0,148,N/A,435164,147638,TIMEOUT
00735,290,353,17849,2,23084,1,354,N/A,551023,9880,TIMEOUT
00736,7,54,50,10,53,3,57,N/A,111,6,207
00737,227,228,126612,0,130116,0,228,N/A,578230,17295,TIMEOUT
00738,159,301,98427,0,115388,0,301,N/A,430462,141592,TIMEOUT
00739,234,325,35442,1,42655,1,326,N/A,554239,24335,TIMEOUT
00740,289,375,27037,2,33254,1,376,N/A,556020,16802,TIMEOUT
00741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16802,ERROR
00742,191,389,27982,4,34142,2,391,N/A,564126,14050,TIMEOUT
00743,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14050,ERROR
00744,228,467,34262,0,40957,0,467,N/A,550273,19101,TIMEOUT
00745,329,528,85397,0,89411,0,528,N/A,580747,16052,TIMEOUT
00746,490,768,73276,0,77511,0,768,N/A,579375,15105,TIMEOUT
00747,419,751,9551,0,13897,0,751,N/A,562994,4631,TIMEOUT
00748,223,438,38685,2,45041,1,439,N/A,552384,18372,TIMEOUT
00749,469,517,91359,8,95788,1,518,N/A,571973,20904,TIMEOUT
00750,209,459,346378,2,351447,1,460,N/A,534894,60275,TIMEOUT
00751,248,253,179344,0,183666,0,253,N/A,565879,29056,TIMEOUT
00752,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29056,ERROR
00753,207,277,394085,0,399135,0,277,N/A,508568,85799,TIMEOUT
00754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85799,ERROR
00755,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85799,ERROR
00756,578,683,1740,0,6515,0,683,N/A,508995,2687,TIMEOUT
00758,14319,73906,16101,8237,13004,4757,78663,N/A,393166,142244,TIMEOUT
00759,2532,7472,14736,683,16312,89,7561,N/A,7546,7177,16527
00760,50814,214302,7078,1609,6742,1273,215575,N/A,432562,77530,TIMEOUT
00761,5598,13565,4920,1340,4818,1238,14803,N/A,495077,11212,TIMEOUT
00762,2508,8924,23425,16616,16793,9138,18062,N/A,509496,22703,TIMEOUT
00763,124,341,536,189,412,61,402,N/A,405,37,599
00764,14319,80606,37985,192,41113,113,80719,N/A,530862,38406,TIMEOUT
00765,0,11,0,0,0,0,11,N/A,0,0,39
00766,218,1942,38517,27941,29009,18336,20278,N/A,8976,47423,57359
00767,0,39,0,0,0,0,39,N/A,0,0,61
00768,2532,7494,33373,8436,28711,1830,9324,N/A,14852,15690,32880
00769,2532,2653,9636,0,9634,0,2653,N/A,3191,3004,7327
00770,2532,2667,13431,456,13063,89,2756,N/A,5809,4952,12340
00771,0,2,0,0,0,0,2,N/A,0,0,37
00772,6,653,28107,3280,27992,3,656,N/A,42422,4067,49959
00773,55,608,5360,2690,3072,241,849,N/A,2996,317,3752
00774,55,592,5575,2725,3212,223,815,N/A,3053,305,3792
00775,59,352,35873,6518,31058,7,359,N/A,592203,4468,TIMEOUT
00776,0,92,0,0,0,0,92,N/A,0,0,67
00777,0,92,0,0,0,0,92,N/A,0,0,62
00778,42054,136096,675,316,675,316,136412,N/A,468492,6388,TIMEOUT
00779,0,223,0,0,0,0,223,N/A,0,0,75
00780,0,223,0,0,0,0,223,N/A,0,0,77
00781,187,270,255926,791,268856,618,888,N/A,349215,231466,TIMEOUT
00782,187,341,263065,1304,278241,868,1209,N/A,315391,266741,TIMEOUT
00783,187,345,227407,1793,243246,1065,1410,N/A,339962,237764,TIMEOUT
00784,65,1011,3513,909,2733,90,1101,N/A,2194,181,2831
00786,76399,131312,15558,13549,14754,12750,144057,N/A,29348,553923,TIMEOUT
00787,45442,66836,912,161,876,87,66923,N/A,521711,7150,TIMEOUT
00788,13,2298,207438,571,223988,9,2307,N/A,305410,232971,561396
00789,13,2348,207039,191,223764,9,2357,N/A,297149,199066,516218
00790,10,2553,141009,14,147186,2,2555,N/A,497356,69375,TIMEOUT
00792,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69375,ERROR
00793,159,175,6054,2853,3684,242,417,N/A,2564,274,3194
00795,47412,93216,7106,2678,7100,2407,95623,N/A,429370,115577,TIMEOUT
