NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,EVOL_TIME,TIME
00567,0,516,0,0,0,0,516,0,110
00568,0,516,0,0,0,0,516,0,114
00569,1830,1701,1173,69462,3401,805,2506,3509,55447
00570,76,1102,0,0,120,0,1102,8,174
00571,78,1357,4,0,186,0,1357,10,201
00572,39188,57494,84943,121370,333529,3017,60511,15152,524349
00573,73728,91611,136491,0,521985,0,91611,6012,TIMEOUT
00574,956,736,2045,93751,8,2040,2776,3809,33234
00575,958,700,1866,91224,6,1863,2563,3949,28945
00576,52,66,5,26,152,24,90,18,159
00577,30,16,0,0,0,0,16,2,93
00578,1238,714,27,0,823,0,714,34,324
00579,1456,1463,1161,56703,2840,714,2177,2779,41168
00580,16,272,0,0,12,0,272,1,124
00581,10,316,0,0,11,0,316,1,125
00582,310,620,86,2216,576,54,674,168,654
00583,0,0,0,0,0,0,0,0,44
00584,0,0,0,0,0,0,0,0,43
00585,0,0,0,0,0,0,0,0,42
00586,0,0,0,0,0,0,0,0,44
00587,0,0,0,0,0,0,0,0,43
00588,0,0,0,0,0,0,0,0,42
00589,224,939,0,0,257,0,939,28,218
00590,26,605,209,76,719,9,614,47,249
00591,138,2529,45,0,296,0,2529,10,227
00592,212,3414,162,0,1001,0,3414,29,323
00593,384,2049,0,0,320,0,2049,12,236
00594,354,1984,0,0,400,0,1984,15,252
00595,438,2703,19358,81355,1352,18623,21326,5904,49195
00596,362,2022,0,0,577,0,2022,18,274
00597,446,2742,19358,81355,1352,18623,21365,6162,49139
00598,8,1,0,0,0,0,1,0,74
00599,8,1,0,0,0,0,1,0,73
00600,354,1983,0,0,400,0,1983,18,253
00601,0,0,0,0,0,0,0,0,42
00602,0,0,0,0,0,0,0,0,42
00603,0,20,0,0,0,0,20,0,67
00604,0,32,0,0,0,0,32,0,70
00605,168,650,51,0,416,0,650,24,198
00606,168,650,51,0,416,0,650,18,199
00607,0,0,0,0,0,0,0,0,43
00608,0,0,0,0,0,0,0,0,42
00609,0,202,0,0,0,0,202,0,99
00610,0,81,0,0,0,0,81,0,76
00611,0,24,0,0,0,0,24,0,69
00612,0,81,0,0,0,0,81,0,79
00613,0,94,0,0,0,0,94,0,79
00614,0,24,0,0,0,0,24,0,68
00615,0,24,0,0,0,0,24,0,68
00616,0,64,0,0,0,0,64,0,77
00617,0,63,0,0,0,0,63,0,75
00618,0,44,0,0,0,0,44,0,74
00619,0,31,0,0,0,0,31,0,72
00620,0,58,0,0,0,0,58,0,74
00621,0,70,0,0,0,0,70,0,78
00622,0,38,0,0,0,0,38,0,73
00623,0,38,0,0,0,0,38,0,74
00624,190,915,748,182,1929,29,944,57,353
00625,0,0,0,0,0,0,0,0,44
00626,1000,1931,671,27549,2449,447,2378,853,7948
00627,1144,2221,30,0,2799,0,2221,111,587
00628,1000,1931,671,27549,2449,447,2378,809,9670
00629,1144,2221,30,0,2799,0,2221,61,523
00630,1000,1931,671,27549,2449,447,2378,1000,7342
00631,1144,2452,836,34857,2869,558,3010,970,15096
00632,1000,1895,671,30638,2444,478,2373,907,11027
00633,1144,2452,836,34857,2869,558,3010,1007,14358
00634,0,0,0,0,0,0,0,0,42
00635,0,0,0,0,0,0,0,0,43
00636,4188,939,2485,1555,5480,353,1292,438,1462
00637,184,181,216,1513,94,103,284,170,426
00638,248,204,346,2442,95,167,371,304,683
00639,706,254,0,0,69,0,254,16,221
00640,816,394,0,0,130,0,394,13,236
00641,0,0,0,0,0,0,0,0,42
00642,0,0,0,0,0,0,0,0,43
00643,0,456,0,0,0,0,456,0,106
00644,0,638,0,0,0,0,638,0,130
00645,4182,1594,35,0,5641,0,1594,102,1135
00646,5064,2301,232,0,8012,0,2301,129,1576
00647,0,36500,0,0,0,0,36500,0,1039
00648,8,232,0,0,10,0,232,1,124
00649,1326,284,20,0,1363,0,284,42,370
00650,1326,284,20,0,1363,0,284,39,375
00651,0,0,0,0,0,0,0,0,42
00652,0,0,0,0,0,0,0,0,43
00653,0,0,0,0,0,0,0,0,43
00654,0,0,0,0,0,0,0,0,42
00655,0,27,0,0,0,0,27,0,69
00656,0,27,0,0,0,0,27,0,69
00657,3284,2580,3102,239569,6199,988,3567,8724,396670
00658,18234,15170,1069,348774,3085,0,15170,4651,TIMEOUT
00659,0,12342,0,0,0,0,12342,0,443
00660,13346,13597,869,376606,2508,0,13597,4768,TIMEOUT
00661,0,0,0,0,0,0,0,0,42
00662,0,0,0,0,0,0,0,0,42
00663,0,0,0,0,0,0,0,0,45
00664,0,0,0,0,0,0,0,0,42
00665,598,2975,19358,110010,1686,18623,21598,6469,70633
00666,538,2153,19761,83178,1364,19011,21164,6142,49164
00667,2362,506,0,0,2022,0,506,57,564
00669,7060,4880,322,0,3628,0,4880,87,1277
00670,14158,5693,2435,0,20754,0,5693,261,4254
00671,0,71,0,0,0,0,71,0,77
00672,0,71,0,0,0,0,71,0,76
00673,230,1929,4,0,227,0,1929,11,215
00674,0,2349,0,0,0,0,2349,0,175
00675,50388,67697,83198,137280,350521,0,67697,5652,TIMEOUT
00676,3842,1662,241,342979,188,162,1824,4693,TIMEOUT
00677,3214,1282,695,290499,0,625,1907,5423,TIMEOUT
00678,15114,11217,23261,136798,22823,19941,31158,16414,246852
00679,518,472,1049,48913,0,1049,1521,1890,11139
00680,14828,10873,21797,84501,22357,18627,29500,6845,90918
00681,232,57,4,208,0,4,61,33,194
00682,49402,50011,177714,84923,609527,18497,68508,13114,TIMEOUT
00683,122,68,42,584,0,42,110,59,251
00684,25366,62185,31177,170298,129074,775,62960,13417,TIMEOUT
00685,788,754,835,119696,0,814,1568,2940,38978
00686,73788,106414,134022,0,512381,0,106414,6183,TIMEOUT
00687,368,92,0,0,0,0,92,0,147
00688,0,0,0,0,0,0,0,0,42
00689,2108,451,0,0,811,0,451,33,392
00690,2582,975,9,0,2449,0,975,72,649
00691,0,276,0,0,0,0,276,0,108
00692,0,297,0,0,0,0,297,0,104
00693,0,0,0,0,0,0,0,0,43
00694,12414,1624,33,0,4185,0,1624,131,1377
00695,15416,2842,128,0,7744,0,2842,160,1924
00696,12414,1624,33,0,4185,0,1624,126,1497
00697,15416,2842,128,0,7744,0,2842,254,2056
00700,4350,1025,4442,240064,7760,379,1404,9831,363945
00701,3944,982,5767,293376,12442,1395,2377,12240,TIMEOUT
00702,3050,789,3172,92451,5776,243,1032,4122,50262
00703,4906,1210,6079,273820,14739,1143,2353,12528,TIMEOUT
00704,1404,419,1415,33656,2350,158,577,1456,8052
00705,1606,337,1641,37855,2845,145,482,1661,8042
00706,1236,336,1314,28494,2149,158,494,1188,5414
00707,946,280,1027,18710,1624,125,405,983,3392
00708,452,159,498,5484,743,69,228,390,1112
00709,476,145,495,4765,790,65,210,409,1078
00710,900,235,932,17060,1493,119,354,877,2739
00711,928,289,970,15724,1559,113,402,791,2951
00712,1924,681,3242,177971,6699,1042,1723,4508,180244
00713,2056,425,1995,64466,3321,197,622,2558,15992
00714,726,195,773,10755,1258,90,285,672,1811
00715,2080,451,2191,63664,3748,233,684,2778,15586
00716,2602,605,2660,100224,4586,252,857,3561,40150
00717,14,43,16,12,24,3,46,14,117
00718,358,127,392,2250,649,42,169,276,698
00719,1938,421,2015,57639,3414,197,618,2404,11562
00720,720,254,751,8335,1268,80,334,652,1799
00721,848,213,875,10043,1496,90,303,734,1921
00722,1636,490,1749,37269,3038,150,640,1582,11585
00723,914,249,924,15704,1504,105,354,789,2713
00724,3650,947,3687,139698,6611,258,1205,5741,157558
00725,14,44,19,16,25,3,47,7,120
00726,1124,388,1190,17232,2087,100,488,1029,3783
00727,3922,985,3813,154236,6907,251,1236,6743,138122
00728,2774,881,4300,335017,9260,1540,2421,9453,562809
00729,200,94,221,798,365,24,118,107,340
00730,8,42,11,7,14,2,44,3,101
00731,602,173,605,7383,1012,69,242,478,1370
00732,1560,391,1621,34861,2746,160,551,1676,7914
00733,2992,676,2958,133700,4980,292,968,4790,69077
00734,278,114,308,2253,457,44,158,194,555
00735,1082,287,1160,19444,1923,122,409,922,3571
00736,22,48,28,20,44,3,51,21,132
00737,854,228,893,12926,1443,105,333,879,2326
00738,622,211,634,6466,1052,69,280,449,1349
00739,936,271,967,13131,1650,93,364,723,2667
00740,1030,316,1156,21269,1851,128,444,992,3997
00741,3424,722,3407,135270,5986,252,974,5424,97655
00742,726,198,748,7412,1292,77,275,608,1552
00743,2868,961,3076,67072,5805,183,1144,3365,41580
00744,922,303,913,14186,1522,101,404,741,2790
00745,1382,335,1360,29500,2338,136,471,1333,6187
00746,2130,468,2092,63080,3628,190,658,2665,17420
00747,1822,437,1793,48256,3061,170,607,2226,10698
00748,820,271,877,11504,1459,96,367,604,2459
00749,1802,517,1922,41146,3391,166,683,1976,11667
00750,872,283,866,9372,1502,77,360,709,2104
00751,940,253,992,15302,1641,110,363,786,2529
00752,3346,788,3249,116765,5897,251,1039,5083,95969
00753,808,221,823,11016,1379,91,312,757,2198
00754,3742,973,4641,232161,11338,1037,2010,8145,TIMEOUT
00755,1794,471,1869,45756,3269,174,645,1997,14159
00756,2356,597,2357,78600,4102,225,822,2936,32384
00758,28638,67400,659,199494,2084,0,67400,2366,TIMEOUT
00759,5064,5317,2885,455,14499,88,5405,219,1934
00760,101627,170834,3,75474,4,1,170835,818,TIMEOUT
00761,11195,13151,553,208488,1501,66,13217,2187,TIMEOUT
00762,5016,6634,266,203987,321,38,6672,2137,TIMEOUT
00763,248,311,346,2384,95,109,420,285,655
00764,28638,67400,834,237238,2622,0,67400,2960,TIMEOUT
00765,0,11,0,0,0,0,11,0,64
00766,436,1845,19266,80727,1360,18527,20372,5719,44337
00767,0,39,0,0,0,0,39,0,72
00768,5064,5752,2885,455,14499,88,5840,200,2191
00769,5064,2653,236,0,9813,0,2653,151,1568
00770,5064,2666,2885,455,14499,88,2754,181,1697
00771,0,2,0,0,0,0,2,0,63
00772,12,653,205,60,606,3,656,40,229
00773,103,577,527,293,888,44,621,44,245
00774,103,577,527,293,888,44,621,38,242
00775,209,330,4405,3232,3936,242,570,605,1018
00776,0,92,0,0,0,0,92,0,78
00777,0,92,0,0,0,0,92,0,78
00778,84108,113187,4,79962,14,0,113187,1155,TIMEOUT
00779,0,223,0,0,0,0,223,0,102
00780,0,223,0,0,0,0,223,0,101
00781,188,243,1167,1369,744,347,564,79,344
00782,188,243,1167,1369,744,347,564,89,343
00783,188,241,1165,1344,641,322,537,82,326
00784,114,987,760,264,961,74,1061,35,247
00786,152798,109114,2856,113167,11414,622,109736,1733,TIMEOUT
00787,98690,59418,8,149655,53,0,59418,1655,TIMEOUT
00788,22,2289,171,12,459,7,2296,17,226
00789,24,2342,127,12,329,9,2351,15,227
00790,18,2550,124,9,323,6,2556,14,229
00792,62914,42585,16941,267732,42268,0,42585,3928,TIMEOUT
00793,313,135,1618,1449,1997,104,239,321,637
00795,94824,65392,6,118354,38,0,65392,1275,TIMEOUT
