NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,EVOL_TIME,SUMB_TIME,TIME
00540,3308,13265,4880,237104,12044,826,14090,3544,23979,30626
00541,18266,27181,12712,2687468,171258,0,27181,37737,539277,TIMEOUT
00542,18,18,0,81,0,0,18,13,25,136
00543,18,18,0,81,0,0,18,16,13,144
00544,11944,3271,957,0,26723,0,3271,374,550,2168
00545,12552,3351,1004,0,27960,0,3351,273,590,2083
00546,3904,775,21,0,2808,0,775,93,74,645
00547,3904,780,21,0,2821,0,780,79,88,634
00548,186,4361,0,0,500,0,4361,18,17,395
00549,0,458,0,0,0,0,458,0,0,124
00550,6,853,1,0,11,0,853,2,2,173
00551,0,0,0,0,0,0,0,0,0,52
00552,0,0,0,0,0,0,0,0,0,56
00553,100906,90333,139346,989367,683226,16008,106341,21385,562947,TIMEOUT
00554,148466,106867,10806,495959,47173,2361,109228,8452,580117,TIMEOUT
00555,266,993,146,5432,189,73,1066,206,336,838
00556,1144,1549,5882,4071,9521,427,1976,288,264,947
00558,0,0,0,0,0,0,0,0,0,50
00559,0,0,0,0,0,0,0,0,0,54
00560,18,130,15,52,85,3,133,11,13,156
00561,214,662,17666,13697,9744,191,853,634,575,1588
00562,114,710,0,0,145,0,710,8,9,191
00563,150,983,6,0,230,0,983,13,11,227
00564,0,0,0,0,0,0,0,0,0,52
00565,0,0,0,0,0,0,0,0,0,51
00566,4990,49983,9531,659,45949,28,50011,530,1165,4512
00567,0,516,0,0,0,0,516,0,0,130
00568,0,516,0,0,0,0,516,0,0,136
00569,1830,1701,1447,66927,6035,741,2442,1334,4481,6702
00570,76,1102,0,0,120,0,1102,19,6,221
00571,78,1357,4,0,186,0,1357,11,8,234
00572,39188,57494,95507,124749,349086,2703,60197,3990,23591,33675
00573,73728,91611,3137611,2100472,2682838,9369,100980,53051,522775,TIMEOUT
00574,956,736,2049,92941,625,1726,2462,1601,23757,26479
00575,958,700,1845,90257,729,1555,2255,1419,23535,26118
00576,52,66,5,26,152,24,90,20,17,166
00577,30,16,0,0,0,0,16,2,0,106
00578,1238,714,27,0,823,0,714,25,19,317
00579,1456,1463,2197,56195,5987,656,2119,1023,4081,5924
00580,16,272,0,0,12,0,272,1,3,135
00581,10,316,0,0,11,0,316,1,3,138
00582,310,622,120,1973,764,89,711,103,115,452
00583,0,0,0,0,0,0,0,0,0,50
00584,0,0,0,0,0,0,0,0,0,51
00585,0,0,0,0,0,0,0,0,0,50
00586,0,0,0,0,0,0,0,0,0,50
00587,0,0,0,0,0,0,0,0,0,55
00588,0,0,0,0,0,0,0,0,0,56
00589,224,939,0,0,257,0,939,15,12,228
00590,26,605,219,16,800,8,613,38,31,239
00591,138,2529,45,0,296,0,2529,10,10,282
00592,212,3414,162,0,1001,0,3414,28,23,363
00593,384,2049,0,0,320,0,2049,11,11,295
00594,354,1984,0,0,400,0,1984,16,20,296
00595,438,2703,4975363,1810491,4272052,8722,11425,73720,506073,TIMEOUT
00596,362,2022,0,0,577,0,2022,18,16,314
00597,446,2742,5708663,2337944,4025268,10963,13705,79679,502053,TIMEOUT
00598,8,1,0,0,0,0,1,0,0,84
00599,8,1,0,0,0,0,1,0,0,81
00600,354,1983,0,0,400,0,1983,16,14,292
00601,0,0,0,0,0,0,0,0,0,52
00602,0,0,0,0,0,0,0,0,0,49
00603,0,20,0,0,0,0,20,0,0,77
00604,0,32,0,0,0,0,32,0,0,84
00605,168,650,51,0,416,0,650,18,15,220
00606,168,650,51,0,416,0,650,20,17,217
00607,0,0,0,0,0,0,0,0,0,53
00608,0,0,0,0,0,0,0,0,0,50
00609,0,202,0,0,0,0,202,0,0,112
00610,0,81,0,0,0,0,81,0,0,90
00611,0,24,0,0,0,0,24,0,0,80
00612,0,81,0,0,0,0,81,0,0,90
00613,0,94,0,0,0,0,94,0,0,89
00614,0,24,0,0,0,0,24,0,0,78
00615,0,24,0,0,0,0,24,0,0,78
00616,0,64,0,0,0,0,64,0,0,89
00617,0,63,0,0,0,0,63,0,0,86
00618,0,44,0,0,0,0,44,0,0,85
00619,0,31,0,0,0,0,31,0,0,82
00620,0,58,0,0,0,0,58,0,0,85
00621,0,70,0,0,0,0,70,0,0,88
00622,0,38,0,0,0,0,38,0,0,81
00623,0,38,0,0,0,0,38,0,0,82
00624,190,915,744,177,1929,25,940,66,60,342
00625,0,0,0,0,0,0,0,0,0,50
00626,1000,1931,2555,25724,6394,264,2195,593,1505,2767
00627,1144,2221,30,0,2799,0,2221,69,83,514
00628,1000,1931,1527,25772,4542,264,2195,535,1434,2591
00629,1144,2221,30,0,2799,0,2221,59,72,480
00630,1000,1931,1736,26163,4647,264,2195,631,1458,2746
00631,1144,2452,1117,32664,3815,350,2802,650,1681,3033
00632,1000,1895,4046,29400,8950,295,2190,792,1814,3336
00633,1144,2452,1168,32555,3989,350,2802,636,1707,3120
00634,0,0,0,0,0,0,0,0,0,49
00635,0,0,0,0,0,0,0,0,0,51
00636,4188,939,2472,1545,5477,343,1282,217,184,942
00637,184,181,139,1438,67,52,233,79,109,374
00638,248,204,269,2367,68,116,320,121,178,519
00639,706,254,0,0,69,0,254,16,5,222
00640,816,394,0,0,130,0,394,15,7,236
00641,0,0,0,0,0,0,0,0,0,50
00642,0,0,0,0,0,0,0,0,0,56
00643,0,456,0,0,0,0,456,0,0,137
00644,0,638,0,0,0,0,638,0,0,147
00645,4182,1594,35,0,5641,0,1594,107,108,756
00646,5064,2301,232,0,8012,0,2301,114,169,900
00647,0,36500,0,0,0,0,36500,0,0,1459
00648,8,232,0,0,10,0,232,1,3,137
00649,1326,284,20,0,1363,0,284,45,30,327
00650,1326,284,20,0,1363,0,284,50,32,339
00651,0,0,0,0,0,0,0,0,0,54
00652,0,0,0,0,0,0,0,0,0,50
00653,0,0,0,0,0,0,0,0,0,48
00654,0,0,0,0,0,0,0,0,0,49
00655,0,27,0,0,0,0,27,0,0,83
00656,0,27,0,0,0,0,27,0,0,78
00657,3284,2580,5117,236201,12024,826,3405,3339,26875,32939
00658,18234,15266,14531,3227113,198126,0,15266,50517,523807,TIMEOUT
00659,0,12342,0,0,0,0,12342,0,0,673
00660,13346,13597,8467,3086684,142826,0,13597,45696,531422,TIMEOUT
00661,0,0,0,0,0,0,0,0,0,52
00662,0,0,0,0,0,0,0,0,0,57
00663,0,0,0,0,0,0,0,0,0,49
00664,0,0,0,0,0,0,0,0,0,49
00665,598,2975,6838634,2512537,5388560,10415,13390,93899,481972,TIMEOUT
00666,538,2153,4831514,1763313,4402699,12061,14214,82515,494922,TIMEOUT
00667,2362,506,0,0,2022,0,506,56,60,446
00669,7060,4880,322,0,3628,0,4880,72,105,1051
00670,14158,5693,2435,0,20754,0,5693,233,398,2089
00671,0,71,0,0,0,0,71,0,0,90
00672,0,71,0,0,0,0,71,0,0,87
00673,230,1929,4,0,227,0,1929,10,9,270
00674,0,2349,0,0,0,0,2349,0,0,229
00675,50388,67697,170752,1230043,572832,3850,71547,18148,568412,TIMEOUT
00676,3842,1662,4627,396930,8125,3094,4756,5208,61823,70456
00677,3214,1282,6141,295174,6842,2644,3926,4473,39862,47045
00678,15114,11217,5507277,1778343,4629251,12513,23730,85528,492147,TIMEOUT
00679,518,472,821,48685,0,821,1293,815,16918,18390
00680,14828,10873,5741957,2061266,4423795,10221,21094,79541,499648,TIMEOUT
00681,232,57,0,204,0,0,57,17,27,204
00682,49402,50011,5037679,1925068,4118806,16209,66220,73064,504770,TIMEOUT
00683,122,68,17,559,0,17,85,36,64,258
00684,25366,62185,5978826,1506490,5183591,15485,77670,82273,495305,TIMEOUT
00685,788,754,461,119325,0,443,1197,1817,59474,62530
00686,73788,106414,3446981,1487507,3250163,10371,116785,55196,521223,TIMEOUT
00687,368,92,0,0,0,0,92,0,0,167
00688,0,0,0,0,0,0,0,0,0,51
00689,2108,451,0,0,811,0,451,31,32,362
00690,2582,975,9,0,2449,0,975,63,68,499
00691,0,276,0,0,0,0,276,0,0,123
00692,0,297,0,0,0,0,297,0,0,118
00693,0,0,0,0,0,0,0,0,0,50
00694,12414,1624,33,0,4185,0,1624,125,113,1212
00695,15416,2842,128,0,7744,0,2842,190,217,1604
00696,12414,1624,33,0,4185,0,1624,151,122,1280
00697,15416,2842,128,0,7744,0,2842,223,202,1662
00700,4350,1025,80921,115294,161880,0,1025,4836,7548,15236
00701,3944,982,44849,67736,93904,607,1589,3135,4103,9245
00702,3050,789,36277,40797,72773,0,789,2236,2315,6289
00703,4906,1210,82399,109332,169699,794,2004,5521,6716,15248
00704,1404,419,9740,17334,19413,0,419,1112,1172,3065
00705,1606,337,8906,17535,17807,0,337,1233,819,2867
00706,1236,336,10512,15558,20960,0,336,1018,779,2520
00707,946,280,6156,10690,12224,0,280,716,644,1962
00708,452,159,1478,3249,2880,0,159,267,216,783
00709,476,145,1667,2575,3299,0,145,283,191,749
00710,900,235,4605,9526,9139,0,235,717,536,1781
00711,928,289,6450,7734,12820,0,289,690,547,1741
00712,1924,681,19138,29158,40160,312,993,1401,1744,4201
00713,2056,425,13014,29707,25958,0,425,1510,1376,3893
00714,726,195,2984,5799,5915,0,195,425,324,1150
00715,2080,451,25952,33551,51922,0,451,1709,2091,4896
00716,2602,605,27568,46179,55128,0,605,2264,2341,6068
00717,14,43,13,7,24,0,43,6,5,126
00718,358,127,953,1156,1897,0,127,149,102,491
00719,1938,421,19033,29431,38017,0,421,1437,1595,4006
00720,720,254,3161,4199,6308,0,254,384,309,1063
00721,848,213,4213,4969,8434,0,213,517,327,1316
00722,1636,490,11982,18551,23981,0,490,1341,967,3183
00723,914,249,3651,9100,7234,0,249,654,528,1670
00724,3650,947,41671,67902,83480,0,947,2832,3629,8500
00725,14,44,17,9,28,0,44,17,5,126
00726,1124,388,6107,7976,12221,0,388,652,573,1773
00727,3922,985,34069,76145,68272,0,985,2847,3508,8197
00728,2774,881,37889,44128,78032,476,1357,2615,2648,6821
00729,200,94,350,396,694,0,94,67,41,299
00730,8,42,8,4,13,0,42,3,3,109
00731,602,173,1361,3950,2701,0,173,414,227,1020
00732,1560,391,14919,16078,29804,0,391,1024,873,2674
00733,2992,676,34420,70484,68738,0,676,2567,3797,8008
00734,278,114,563,1390,1076,0,114,136,91,444
00735,1082,287,8916,9684,17776,0,287,723,743,1994
00736,22,48,27,9,50,0,48,8,8,134
00737,854,228,5439,6761,10824,0,228,607,507,1579
00738,622,211,2471,3280,4908,0,211,399,237,975
00739,936,271,4135,6744,8255,0,271,501,415,1369
00740,1030,316,10390,10016,20665,0,316,737,856,2165
00741,3424,722,35731,59844,71474,0,722,2374,3114,7481
00742,726,198,2765,4019,5548,0,198,403,268,1005
00743,2868,961,28424,26928,57200,0,961,1791,1830,4814
00744,922,303,4031,7303,8021,0,303,608,427,1472
00745,1382,335,6952,16878,13897,0,335,937,877,2520
00746,2130,468,14528,28870,29056,0,468,1595,1287,3965
00747,1822,437,11423,26330,22827,0,437,1514,1276,3806
00748,820,271,4767,5848,9501,0,271,541,386,1359
00749,1802,517,16204,18256,32471,0,517,1363,894,3170
00750,872,283,4041,4367,8082,0,283,462,279,1151
00751,940,253,5258,7894,10486,0,253,720,460,1715
00752,3346,788,33622,56601,67409,0,788,2856,2765,7431
00753,808,221,3538,5972,7056,0,221,460,306,1176
00754,3742,973,52698,73256,108828,631,1604,3797,4371,10482
00755,1794,471,13879,21834,27791,0,471,1393,1203,3547
00756,2356,597,22956,36005,45921,0,597,1731,2190,5109
00758,28638,67400,10138,3143911,200048,0,67400,43239,529359,TIMEOUT
00759,5064,5317,2885,455,14499,88,5405,272,278,1362
00760,101627,170834,356,2075535,913,49,170883,24614,546376,TIMEOUT
00761,11195,13151,9198,3412458,30143,1110,14261,41412,536986,TIMEOUT
00762,5016,6634,2461,1760255,2874,227,6861,19307,570173,TIMEOUT
00763,248,311,269,2309,68,58,369,98,171,486
00764,28638,67400,10115,3132153,200513,0,67400,45305,528554,TIMEOUT
00765,0,11,0,0,0,0,11,0,0,75
00766,436,1845,6908620,1672345,5918004,13218,15063,85850,492978,TIMEOUT
00767,0,39,0,0,0,0,39,0,0,82
00768,5064,5752,2885,455,14499,88,5840,288,264,1338
00769,5064,2653,236,0,9813,0,2653,197,210,1111
00770,5064,2666,2885,455,14499,88,2754,271,273,1292
00771,0,2,0,0,0,0,2,0,0,74
00772,12,653,173,6,609,3,656,33,24,226
00773,103,577,533,291,898,43,620,44,39,276
00774,103,577,533,291,898,43,620,45,30,265
00775,209,330,5013,2271,6716,220,548,282,194,715
00776,0,92,0,0,0,0,92,0,0,89
00777,0,92,0,0,0,0,92,0,0,91
00778,84108,113187,629,2748375,261326,0,113187,47832,518069,TIMEOUT
00779,0,223,0,0,0,0,223,0,0,111
00780,0,223,0,0,0,0,223,0,0,119
00781,188,243,1146,1235,917,336,553,86,81,359
00782,188,243,1153,1243,919,336,553,84,80,363
00783,188,241,1155,1222,817,311,526,96,73,364
00784,114,987,578,264,857,26,1013,29,26,267
00786,152798,109114,11116,489101,48323,2376,111490,7743,579513,TIMEOUT
00787,98690,59418,328,4125253,1797,0,59418,49585,510197,TIMEOUT
00788,22,2289,171,12,459,7,2296,18,15,292
00789,24,2342,127,12,329,9,2351,14,11,269
00790,18,2550,124,9,323,6,2556,11,11,285
00792,62914,42585,78383,1314098,741492,0,42585,27366,553654,TIMEOUT
00793,313,135,1605,1271,2033,98,233,111,98,425
00795,94824,65392,271,3709561,1508,0,65392,45670,518206,TIMEOUT
