NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,TIME
00446,164,1659,1297,290,1094,88,1747,1271
00447,164,1659,1296,290,1093,88,1747,1311
00448,24847,49406,112189,0,112164,0,49406,TIMEOUT
00449,207,2013,2655,525,2278,149,2162,2586
00450,341,2838,5993,2787,3524,309,3147,2971
00451,2257,2862,11824,0,11756,0,2862,5390
00452,3163,4116,19705,0,19654,0,4116,9542
00453,0,157,0,0,0,0,157,145
00454,69,347,8923,5858,6061,2996,3343,2055
00455,0,990,0,0,0,0,990,195
00456,0,990,0,0,0,0,990,241
00457,80,1604,460,0,460,0,1604,680
00458,80,1604,460,0,460,0,1604,705
00459,4013,6900,26826,1695,25555,430,7330,15713
00460,9023,10382,98841,4672,94829,682,11064,65952
00461,9023,10382,101717,7559,94818,682,11064,74502
00462,9433,13435,700593,368553,385358,53319,66754,TIMEOUT
00463,9433,10339,669262,352476,368203,51417,61756,TIMEOUT
00464,229,6,0,0,0,0,6,180
00465,282,132,789,0,789,0,132,719
00466,0,6603,0,0,0,0,6603,374
00467,0,6603,0,0,0,0,6603,349
00468,5,720,25,0,25,0,720,404
00469,53,878,197,0,197,0,878,403
00470,44414,75146,158088,0,157975,0,75146,TIMEOUT
00471,42734,78977,67165,0,67138,0,78977,TIMEOUT
00472,44414,75146,144711,0,144602,0,75146,TIMEOUT
00473,42734,78977,63311,0,63297,0,78977,TIMEOUT
00474,16,72,40,0,40,0,72,255
00475,22,83,66,0,66,0,83,303
00476,1834,2687,4105,2388,4040,2329,5016,9783
00477,156743,10606,N/A,N/A,N/A,N/A,N/A,ERROR
00478,0,937,0,0,0,0,937,250
00479,317,566,739353,14472,731104,6,572,TIMEOUT
00480,320,677,793046,34001,769530,7,684,TIMEOUT
00481,0,0,0,0,0,0,0,76
00482,0,0,0,0,0,0,0,78
00483,29022,114239,N/A,N/A,N/A,N/A,N/A,ERROR
00485,2593,5291,2839,164,2835,160,5451,27002
00486,7777,46980,108253,41610,75908,9265,56245,TIMEOUT
00487,13015,65519,104639,40685,71699,7755,73274,TIMEOUT
00488,7777,46967,109884,43414,74782,8312,55279,TIMEOUT
00489,9507,52445,101009,40485,68773,8249,60694,TIMEOUT
00490,0,0,0,0,0,0,0,79
00491,0,0,0,0,0,0,0,82
00492,0,0,0,0,0,0,0,103
00493,0,76,0,0,0,0,76,126
00494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ERROR
00496,10238,3219,37781,0,37776,0,3219,16215
00497,8316,23,50,0,50,0,23,1258
00498,8316,23,50,0,50,0,23,1214
00499,0,13044,0,0,0,0,13044,561
00500,1621,1988,3168,2381,3168,2381,4369,13235
00501,0,0,0,0,0,0,0,58
00502,1878,1926,10482,2,10482,2,1928,5714
00503,0,258,0,0,0,0,258,155
00504,48,636,576,213,398,35,671,721
00505,9,151,9,0,9,0,151,200
00506,168,701,8075,795,7743,139,840,4555
00507,287,1047,799780,81078,753465,309,1356,163360
00508,50,267,445,92,381,18,285,684
00509,0,0,0,0,0,0,0,70
00510,0,0,0,0,0,0,0,71
00511,346,282,1110850,97693,1027744,1,283,TIMEOUT
00512,369,800,9135,4879,4672,216,1016,3903
00513,38,309,208,0,208,0,309,439
00514,38,309,208,0,208,0,309,405
00515,870,2366,3533,0,3533,0,2366,2382
00516,0,7989,0,0,0,0,7989,384
00517,0,11177,0,0,0,0,11177,479
00518,11035,9363,42564,25149,33790,16376,25739,TIMEOUT
00519,73,93,8,0,8,0,93,200
00520,76,91,8,0,8,0,91,195
00521,7276,3640,7264,0,7264,0,3640,5567
00522,4233,169,405,0,405,0,169,1521
00523,4233,169,405,0,405,0,169,1401
00524,0,0,0,0,0,0,0,77
00525,0,0,0,0,0,0,0,59
00526,193,288,633,6,629,2,290,770
00527,502,4,0,0,0,0,4,235
00528,0,0,0,0,0,0,0,63
00529,0,0,0,0,0,0,0,62
00530,3,10609,20,0,20,0,10609,551
00531,7,11839,41,0,41,0,11839,619
00532,11943,38045,169501,0,169480,0,38045,TIMEOUT
00534,315,630,315,0,315,0,630,2456
00535,8479,4621,3926,2436,3926,2436,7057,59860
00536,6762,36438,57232,766,56600,134,36572,89188
00537,11089,51961,106541,847,105858,164,52125,233116
00538,102,204,102,0,102,0,204,695
00539,104,208,106,2,106,2,210,620
00540,1654,13265,13579,3150,11254,826,14090,19500
00541,9119,27085,113495,11991,112678,47,27132,TIMEOUT
00542,9,18,9,0,9,0,18,218
00543,9,18,9,0,9,0,18,227
00544,5972,3271,31322,0,31319,0,3271,26008
00545,6276,3351,32847,0,32845,0,3351,27155
00546,1952,775,3920,0,3920,0,775,2882
00547,1952,780,3924,0,3924,0,780,2926
00548,93,4361,593,0,593,0,4361,742
00549,0,458,0,0,0,0,458,165
00550,3,853,13,0,13,0,853,235
00551,0,0,0,0,0,0,0,64
00552,0,0,0,0,0,0,0,62
00553,50566,90262,N/A,N/A,N/A,N/A,N/A,ERROR
00555,133,991,752,201,624,73,1064,1221
00556,496,1524,25288,8237,17689,400,1924,9114
00558,0,0,0,0,0,0,0,73
00559,0,0,0,0,0,0,0,73
00560,9,130,133,42,94,3,133,558
00561,107,662,2439,1104,1526,191,853,1197
00562,57,710,202,0,202,0,710,396
00563,75,983,299,0,299,0,983,510
00564,0,0,0,0,0,0,0,100
00565,0,0,0,0,0,0,0,62
00566,2504,49982,64877,1944,64498,27,50009,33601
00567,0,516,0,0,0,0,516,163
00568,0,516,0,0,0,0,516,176
00569,915,1701,9906,3144,7503,741,2442,7185
00570,38,1102,158,0,158,0,1102,410
00571,39,1357,221,0,221,0,1357,759
00572,19594,57494,112028,0,112016,0,57494,TIMEOUT
00574,478,736,2044,1726,2044,1726,2462,4312
00575,479,700,4389,2574,3370,1555,2255,5459
00576,26,65,416,169,271,24,89,588
00577,15,16,15,0,15,0,16,223
00578,619,714,1193,0,1193,0,714,1261
00579,728,1463,7757,2412,6001,656,2119,7530
00580,8,272,18,0,18,0,272,208
00581,5,316,16,0,16,0,316,186
00582,137,620,839,86,781,28,648,894
00583,0,0,0,0,0,0,0,60
00584,0,0,0,0,0,0,0,60
00585,0,0,0,0,0,0,0,79
00586,0,0,0,0,0,0,0,63
00587,0,0,0,0,0,0,0,72
00588,0,0,0,0,0,0,0,69
00589,112,939,369,0,369,0,939,565
00590,12,608,10220,927,9848,7,615,6470
00591,69,2529,287,0,287,0,2529,692
00592,106,3414,945,0,945,0,3414,1291
00593,192,2049,406,0,397,0,2049,622
00594,177,1984,577,0,577,0,1984,708
00595,219,2703,61663,39571,40524,18432,21135,16325
00596,181,2022,754,0,754,0,2022,939
00597,223,2742,148723,83306,83849,18432,21174,16860
00598,4,1,0,0,0,0,1,125
00599,4,1,0,0,0,0,1,126
00600,177,1983,577,0,577,0,1983,593
00601,0,0,0,0,0,0,0,60
00602,0,0,0,0,0,0,0,60
00603,0,20,0,0,0,0,20,107
00604,0,32,0,0,0,0,32,110
00605,84,650,442,0,442,0,650,646
00606,84,650,442,0,442,0,650,691
00607,0,0,0,0,0,0,0,61
00608,0,0,0,0,0,0,0,70
00609,0,202,0,0,0,0,202,129
00610,0,81,0,0,0,0,81,124
00611,0,24,0,0,0,0,24,110
00612,0,81,0,0,0,0,81,141
00613,0,94,0,0,0,0,94,144
00614,0,24,0,0,0,0,24,116
00615,0,24,0,0,0,0,24,113
00616,0,64,0,0,0,0,64,137
00617,0,63,0,0,0,0,63,137
00618,0,44,0,0,0,0,44,117
00619,0,31,0,0,0,0,31,115
00620,0,58,0,0,0,0,58,129
00621,0,70,0,0,0,0,70,138
00622,0,38,0,0,0,0,38,134
00623,0,38,0,0,0,0,38,128
00624,98,980,580393,108422,513736,9,989,TIMEOUT
00625,0,0,0,0,0,0,0,84
00626,500,1931,4405,667,4002,264,2195,3907
00627,572,2221,3344,0,3344,0,2221,2307
00628,500,1931,4619,746,4137,264,2195,3842
00629,572,2221,3344,0,3344,0,2221,2011
00630,500,1931,4407,668,4003,264,2195,4308
00631,572,2452,5957,1144,5163,350,2802,5554
00632,500,1895,4465,711,4049,295,2190,4657
00633,572,2452,5947,1164,5133,350,2802,4822
00634,0,0,0,0,0,0,0,60
00635,0,0,0,0,0,0,0,62
00636,1615,1010,49667,492,56143,363,1373,13531
00637,92,181,327,127,252,52,233,592
00638,124,204,511,229,398,116,320,868
00639,353,254,256,0,254,0,254,465
00640,408,394,374,0,373,0,394,559
